number_of_fastfood,zip_code1,zip_code
1,98105,98105
1,98107,98107
1,98108,98108
1,98115,98115
1,98116,98116
2,98125,98125
1,98126,98126
3,98133,98133
1,98144,98144
1,98146,98146
1,98148,98148
1,98166,98166
1,98178,98178
2,98201,98201
2,98204,98204
1,98208,98208
2,98221,98221
1,98223,98223
2,98226,98226
6,98233,98233
1,98258,98258
2,98270,98270
4,98271,98271
2,98272,98272
1,98275,98275
1,98277,98277
2,98290,98290
1,98296,98296
1,98310,98310
2,98327,98327
1,98335,98335
1,98339-9411,98339
1,98354,98354
1,98360,98360
2,98362,98362
1,98368,98368
1,98371,98371
1,98373,98373
2,98382,98382
2,98383,98383
1,98387,98387
1,98390,98390
2,98391,98391
1,98404,98404
1,98408,98408
1,98409,98409
2,98444,98444
2,98466,98466
1,98499,98499
2,98501,98501
1,98502,98502
1,98503,98503
3,98516,98516
6,98520,98520
4,98531,98531
1,98532,98532
1,98550,98550
1,98579,98579
2,98597,98597
2,98604,98604
2,98632,98632
3,98662,98662
2,98665,98665
1,98674,98674
3,98683,98683
2,98684,98684
7,98801,98801
3,98802,98802
7,98837,98837
1,98841,98841
4,98901,98901
4,98902,98902
3,98903,98903
1,98922,98922
1,99004,99004
1,99019,99019
2,99037,99037
1,99205,99205
2,99206,99206
2,99208,99208
2,99212,99212
1,99216,99216
1,99218,99218
1,99224,99224
2,99301,99301
15,99336,99336
12,99352,99352
1,99403,99403
1,99501,99501
1,99502,99502
1,99503,99503
2,99504,99504
1,99515,99515
1,99577,99577
1,99611,99611
1,99669,99669
3,99701,99701
1,99709,99709
1,99801,99801
