number_of_fastfood,zip_code1,zip_code,county,state
3,47265,47265,Jennings County,IN
1,4730,4730,Aroostook County,ME
2,47302,47302,Delaware County,IN
7,47303,47303,Delaware County,IN
4,47304,47304,Delaware County,IN
1,47304-4449,47304,Delaware County,IN
2,47306,47306,Delaware County,IN
1,47327,47327,Wayne County,IN
2,47331,47331,Fayette County,IN
1,47334,47334,Delaware County,IN
3,47348,47348,Blackford County,IN
3,47362,47362,Henry County,IN
2,47371,47371,Jay County,IN
8,47374,47374,Wayne County,IN
3,47394,47394,Randolph County,IN
2,47404,47404,Monroe County,IN
6,47421,47421,Lawrence County,IN
3,47441,47441,Greene County,IN
1,47446,47446,Lawrence County,IN
3,47454,47454,Orange County,IN
1,47460,47460,Owen County,IN
1,47469,47469,Orange County,IN
3,47501,47501,Daviess County,IN
1,47542,47542,Dubois County,IN
8,47546,47546,Dubois County,IN
2,47553,47553,Martin County,IN
4,47586,47586,Perry County,IN
1,47591,47591,Knox County,IN
2,47601,47601,Warrick County,IN
1,47601-3004,47601,Warrick County,IN
2,47630,47630,Warrick County,IN
4,47710,47710,Vanderburgh County,IN
4,47711,47711,Vanderburgh County,IN
3,47712,47712,Vanderburgh County,IN
3,47714,47714,Vanderburgh County,IN
2,47715,47715,Vanderburgh County,IN
1,47720,47720,Vanderburgh County,IN
3,47725,47725,Vanderburgh County,IN
2,47802,47802,Vigo County,IN
3,47805,47805,Vigo County,IN
3,47834,47834,Clay County,IN
3,47842,47842,Vermillion County,IN
1,47904,47904,Tippecanoe County,IN
3,47905,47905,Tippecanoe County,IN
12,47906,47906,Tippecanoe County,IN
1,47909,47909,Tippecanoe County,IN
1,47960,47960,White County,IN
2,47978,47978,Jasper County,IN
2,48001,48001,St. Clair County,MI
1,48003-8500,48003,Lapeer County,MI
1,48025,48025,Oakland County,MI
1,48030,48030,Oakland County,MI
1,48033,48033,Oakland County,MI
1,48035,48035,Macomb County,MI
1,48036,48036,Macomb County,MI
2,48044,48044,Macomb County,MI
1,48045,48045,Macomb County,MI
1,48047,48047,Macomb County,MI
1,48051,48051,Macomb County,MI
2,48059,48059,St. Clair County,MI
2,48060,48060,St. Clair County,MI
1,48062,48062,Macomb County,MI
2,48066,48066,Macomb County,MI
3,48071,48071,Oakland County,MI
1,48073,48073,Oakland County,MI
1,48076,48076,Oakland County,MI
2,48079,48079,St. Clair County,MI
1,48081,48081,Macomb County,MI
3,48083,48083,Oakland County,MI
1,48084,48084,Oakland County,MI
2,48085,48085,Oakland County,MI
1,48093,48093,Macomb County,MI
2,48095,48095,Macomb County,MI
1,48103,48103,Washtenaw County,MI
1,48108,48108,Washtenaw County,MI
4,48111,48111,Wayne County,MI
1,48116,48116,Livingston County,MI
5,48118,48118,Washtenaw County,MI
1,48124,48124,Wayne County,MI
2,48126,48126,Wayne County,MI
3,48131,48131,Monroe County,MI
5,48134,48134,Wayne County,MI
3,48150,48150,Wayne County,MI
3,48152,48152,Wayne County,MI
2,48162,48162,Monroe County,MI
1,48167,48167,Oakland County,MI
1,48169,48169,Livingston County,MI
7,48174,48174,Wayne County,MI
1,48174-2510,48174,Wayne County,MI
5,48183,48183,Wayne County,MI
3,48184,48184,Wayne County,MI
1,48185,48185,Wayne County,MI
2,48192,48192,Wayne County,MI
1,48193,48193,Wayne County,MI
2,48204,48204,Wayne County,MI
1,48207,48207,Wayne County,MI
1,48210,48210,Wayne County,MI
1,48219-1223,48219,Wayne County,MI
1,48224,48224,Wayne County,MI
1,48226,48226,Wayne County,MI
1,48228,48228,Wayne County,MI
1,48229,48229,Wayne County,MI
3,48234,48234,Wayne County,MI
2,48236,48236,Wayne County,MI
3,48238,48238,Wayne County,MI
1,48309,48309,Oakland County,MI
1,48310,48310,Macomb County,MI
2,48313,48313,Macomb County,MI
3,48315,48315,Macomb County,MI
2,48326,48326,Oakland County,MI
1,48327,48327,Oakland County,MI
2,48328,48328,Oakland County,MI
1,48336,48336,Oakland County,MI
2,48341,48341,Oakland County,MI
1,48341-3122,48341,Oakland County,MI
1,48353,48353,Livingston County,MI
1,48360,48360,Oakland County,MI
1,48371,48371,Oakland County,MI
4,48390,48390,Oakland County,MI
2,48420,48420,Genesee County,MI
1,48423,48423,Genesee County,MI
3,48430,48430,Genesee County,MI
2,48446,48446,Lapeer County,MI
1,48451,48451,Genesee County,MI
1,48503,48503,Genesee County,MI
4,48504,48504,Genesee County,MI
2,48507,48507,Genesee County,MI
3,48509,48509,Genesee County,MI
1,48603,48603,Saginaw County,MI
2,48616,48616,Saginaw County,MI
1,48617,48617,Clare County,MI
1,48623,48623,Saginaw County,MI
1,48629,48629,Roscommon County,MI
2,48640,48640,Midland County,MI
1,48642,48642,Midland County,MI
1,48651,48651,Roscommon County,MI
1,48661,48661,Ogemaw County,MI
1,48706,48706,Bay County,MI
1,48750,48750,Iosco County,MI
1,48750-9559,48750,Iosco County,MI
1,48813,48813,Eaton County,MI
1,48823,48823,Ingham County,MI
1,48827,48827,Eaton County,MI
4,48843,48843,Livingston County,MI
1,48847,48847,Gratiot County,MI
1,48854,48854,Ingham County,MI
3,48858,48858,Isabella County,MI
1,48864,48864,Ingham County,MI
1,48906,48906,Ingham County,MI
1,48910,48910,Ingham County,MI
1,48911,48911,Ingham County,MI
1,48912,48912,Ingham County,MI
2,49002,49002,Kalamazoo County,MI
1,49022,49022,Berrien County,MI
1,49036,49036,Branch County,MI
1,49047,49047,Cass County,MI
2,49048,49048,Kalamazoo County,MI
1,49079,49079,Van Buren County,MI
3,49085,49085,Berrien County,MI
1,49090,49090,Van Buren County,MI
1,49091,49091,St. Joseph County,MI
1,49093,49093,St. Joseph County,MI
1,49099,49099,St. Joseph County,MI
1,49202,49202,Jackson County,MI
2,49203,49203,Jackson County,MI
1,49224,49224,Calhoun County,MI
1,49286,49286,Lenawee County,MI
4,49404,49404,Ottawa County,MI
1,49417,49417,Ottawa County,MI
4,49418,49418,Kent County,MI
1,49423,49423,Ottawa County,MI
1,49441,49441,Muskegon County,MI
1,49442,49442,Muskegon County,MI
2,49444,49444,Muskegon County,MI
1,49445,49445,Muskegon County,MI
2,49461,49461,Muskegon County,MI
2,49503,49503,Kent County,MI
2,49504,49504,Kent County,MI
1,49505,49505,Kent County,MI
2,49508,49508,Kent County,MI
2,49509,49509,Kent County,MI
1,49512,49512,Kent County,MI
1,49519,49519,Kent County,MI
2,49525,49525,Kent County,MI
1,49546,49546,Kent County,MI
1,49548,49548,Kent County,MI
2,49660,49660,Manistee County,MI
2,49684,49684,Grand Traverse County,MI
1,49685,49685,#N/A,#N/A
6,49686,49686,Grand Traverse County,MI
1,49686-3748,49686,Grand Traverse County,MI
2,4976,4976,Somerset County,ME
1,49770,49770,Emmet County,MI
3,49801,49801,Dickinson County,MI
2,49855,49855,Marquette County,MI
1,49931,49931,Houghton County,MI
3,50009,50009,Polk County,IA
1,5001,5001,Windsor County,VT
3,50010,50010,Story County,IA
1,50014,50014,Story County,IA
1,50022,50022,Cass County,IA
1,50036,50036,Boone County,IA
1,50111,50111,Polk County,IA
4,50125,50125,Warren County,IA
2,50131,50131,Polk County,IA
1,50138,50138,Marion County,IA
1,50158,50158,Marshall County,IA
5,50208,50208,Jasper County,IA
2,50211,50211,Warren County,IA
3,50213,50213,Clarke County,IA
1,50219,50219,Marion County,IA
1,50266,50266,Polk County,IA
1,50309,50309,Polk County,IA
2,50310,50310,Polk County,IA
1,50313,50313,Polk County,IA
1,50316,50316,Polk County,IA
3,50317,50317,Polk County,IA
3,50325,50325,Polk County,IA
6,50401,50401,Cerro Gordo County,IA
1,50428,50428,Cerro Gordo County,IA
1,50438,50438,Hancock County,IA
1,50459,50459,Worth County,IA
6,50501,50501,Webster County,IA
4,50588,50588,Buena Vista County,IA
7,50613,50613,Black Hawk County,IA
1,50642-8122,50642,Grundy County,IA
2,50644,50644,Buchanan County,IA
2,50677,50677,Bremer County,IA
1,50701,50701,Black Hawk County,IA
2,50702,50702,Black Hawk County,IA
1,50801,50801,Union County,IA
1,51009,51009,O'Brien County,IA
1,51031,51031,Plymouth County,IA
1,51102,51102,#N/A,#N/A
2,51105,51105,Woodbury County,IA
1,51106,51106,Woodbury County,IA
1,51108,51108,Woodbury County,IA
1,51250,51250,Sioux County,IA
3,51301,51301,Clay County,IA
1,51334,51334,Emmet County,IA
2,51360,51360,Dickinson County,IA
7,51401,51401,Carroll County,IA
1,51442,51442,Crawford County,IA
1,51501,51501,Pottawattamie County,IA
1,51503,51503,Pottawattamie County,IA
1,51534,51534,Mills County,IA
1,51566,51566,Montgomery County,IA
8,52001,52001,Dubuque County,IA
5,52002,52002,Dubuque County,IA
2,52003,52003,Dubuque County,IA
4,5201,5201,Bennington County,VT
2,52060,52060,Jackson County,IA
2,52101,52101,Winneshiek County,IA
1,52240,52240,Johnson County,IA
2,52241,52241,Johnson County,IA
3,52302,52302,Linn County,IA
2,52349,52349,Benton County,IA
1,52353,52353,Washington County,IA
2,52402,52402,Linn County,IA
1,52405,52405,Linn County,IA
1,52411,52411,Linn County,IA
6,52501,52501,Wapello County,IA
2,52556,52556,Jefferson County,IA
3,52601,52601,Des Moines County,IA
4,52627,52627,Lee County,IA
3,52632,52632,Lee County,IA
2,52641,52641,Henry County,IA
2,52722,52722,Scott County,IA
6,52732,52732,Clinton County,IA
1,52761,52761,Muscatine County,IA
2,52772,52772,Cedar County,IA
1,52806,52806,Scott County,IA
1,53004,53004,Ozaukee County,WI
5,5301,5301,Windham County,VT
1,53045,53045,Waukesha County,WI
1,53066,53066,Waukesha County,WI
1,53073,53073,Sheboygan County,WI
1,53081,53081,Sheboygan County,WI
3,53083,53083,Sheboygan County,WI
1,53089,53089,Waukesha County,WI
1,53090,53090,Washington County,WI
1,53094,53094,Jefferson County,WI
1,53126,53126,Racine County,WI
1,53129,53129,Milwaukee County,WI
2,53142,53142,Kenosha County,WI
1,53144,53144,Kenosha County,WI
2,53149,53149,Waukesha County,WI
1,53150,53150,Waukesha County,WI
2,53151,53151,Waukesha County,WI
2,53154,53154,Milwaukee County,WI
3,53177,53177,Racine County,WI
1,53184-9601,53184,Walworth County,WI
3,53186,53186,Waukesha County,WI
2,53207,53207,Milwaukee County,WI
1,53208,53208,Milwaukee County,WI
1,53209,53209,Milwaukee County,WI
1,53211,53211,Milwaukee County,WI
1,53212,53212,Milwaukee County,WI
3,53214,53214,Milwaukee County,WI
1,53216,53216,Milwaukee County,WI
3,53217,53217,Milwaukee County,WI
1,53221,53221,Milwaukee County,WI
1,53222,53222,Milwaukee County,WI
1,53223,53223,Milwaukee County,WI
1,53224,53224,Milwaukee County,WI
1,53226,53226,Milwaukee County,WI
2,53227,53227,Milwaukee County,WI
1,53404,53404,Racine County,WI
1,53406,53406,Racine County,WI
1,53527,53527,Dane County,WI
1,53532,53532,Dane County,WI
2,53534,53534,Rock County,WI
1,53538,53538,Jefferson County,WI
1,53545,53545,Rock County,WI
1,53548,53548,Rock County,WI
1,53558,53558,Dane County,WI
2,53562,53562,Dane County,WI
1,53566,53566,Green County,WI
1,53583,53583,Sauk County,WI
1,53590,53590,Dane County,WI
1,53597,53597,Dane County,WI
1,53704,53704,Dane County,WI
1,53711,53711,Dane County,WI
1,53713,53713,Dane County,WI
1,53715,53715,Dane County,WI
2,53716,53716,Dane County,WI
1,53813,53813,Grant County,WI
1,53901,53901,Columbia County,WI
1,53913,53913,Sauk County,WI
1,53925,53925,Columbia County,WI
1,53965,53965,Sauk County,WI
2,54002,54002,St. Croix County,WI
3,5401,5401,Chittenden County,VT
8,54016,54016,St. Croix County,WI
2,54017,54017,St. Croix County,WI
2,54022,54022,Pierce County,WI
3,5403,5403,Chittenden County,VT
1,54140,54140,Outagamie County,WI
1,54143,54143,Marinette County,WI
1,54166,54166,Shawano County,WI
1,54220,54220,Manitowoc County,WI
4,54235,54235,Door County,WI
1,54302,54302,Brown County,WI
2,54304,54304,Brown County,WI
2,54401,54401,Marathon County,WI
1,54409,54409,Langlade County,WI
1,54448,54448,Marathon County,WI
6,54449,54449,Wood County,WI
5,54451,54451,Taylor County,WI
1,54452,54452,Lincoln County,WI
1,54456,54456,Clark County,WI
3,5446,5446,Chittenden County,VT
4,54467,54467,Portage County,WI
2,54476,54476,Marathon County,WI
5,54481,54481,Portage County,WI
4,54494,54494,Wood County,WI
1,54499,54499,Shawano County,WI
4,54501,54501,Oneida County,WI
2,5452,5452,Chittenden County,VT
10,54601,54601,La Crosse County,WI
1,54603,54603,La Crosse County,WI
2,54615,54615,Jackson County,WI
1,5468,5468,Chittenden County,VT
1,54720,54720,Eau Claire County,WI
4,54729,54729,Chippewa County,WI
7,54751,54751,Dunn County,WI
3,5478,5478,Franklin County,VT
3,54806,54806,Ashland County,WI
1,54843,54843,Sawyer County,WI
1,54868,54868,Barron County,WI
3,54880,54880,Douglas County,WI
1,54904,54904,Winnebago County,WI
1,54911,54911,Outagamie County,WI
1,54914,54914,Outagamie County,WI
1,54923,54923,Green Lake County,WI
3,54935,54935,Fond du Lac County,WI
2,54952,54952,Winnebago County,WI
3,54956,54956,Winnebago County,WI
1,54963,54963,Winnebago County,WI
1,54981,54981,Waupaca County,WI
3,55008,55008,Isanti County,MN
1,55014,55014,Anoka County,MN
2,55016,55016,Washington County,MN
3,55021,55021,Rice County,MN
1,55024,55024,Dakota County,MN
4,55025,55025,Washington County,MN
1,55033,55033,Dakota County,MN
1,55045,55045,Chisago County,MN
1,55051,55051,Kanabec County,MN
2,55056,55056,Chisago County,MN
1,55056-5433,55056,Chisago County,MN
3,55060,55060,Steele County,MN
1,55063,55063,Pine County,MN
1,55068,55068,Dakota County,MN
3,55082,55082,Washington County,MN
1,55102,55102,Ramsey County,MN
1,55103,55103,Ramsey County,MN
3,55104,55104,Ramsey County,MN
1,55106,55106,Ramsey County,MN
5,55109,55109,Ramsey County,MN
3,55110,55110,Ramsey County,MN
1,55111,55111,Hennepin County,MN
1,55112,55112,Ramsey County,MN
5,55113,55113,Ramsey County,MN
2,55118,55118,Dakota County,MN
1,55119,55119,Ramsey County,MN
1,55121,55121,Dakota County,MN
2,55123,55123,Dakota County,MN
1,55125,55125,Washington County,MN
3,55126,55126,Ramsey County,MN
2,55128,55128,Washington County,MN
4,55303,55303,Anoka County,MN
2,55304,55304,Anoka County,MN
1,55308,55308,Sherburne County,MN
1,55311,55311,Hennepin County,MN
1,55330,55330,Sherburne County,MN
1,55337,55337,Dakota County,MN
1,55343,55343,Hennepin County,MN
1,55350,55350,McLeod County,MN
1,55352,55352,Scott County,MN
1,55362,55362,Wright County,MN
3,55369,55369,Hennepin County,MN
2,55371,55371,Mille Lacs County,MN
2,55374,55374,Hennepin County,MN
2,55379,55379,Scott County,MN
2,55406,55406,Hennepin County,MN
1,55408,55408,Hennepin County,MN
1,55411,55411,Hennepin County,MN
3,55421,55421,Anoka County,MN
1,55423,55423,Hennepin County,MN
1,55426,55426,Hennepin County,MN
5,55428,55428,Hennepin County,MN
1,55429,55429,Hennepin County,MN
1,55430,55430,Hennepin County,MN
2,55432,55432,Anoka County,MN
2,55434,55434,Anoka County,MN
3,55435,55435,Hennepin County,MN
1,55439,55439,Hennepin County,MN
1,55441,55441,Hennepin County,MN
2,55443,55443,Hennepin County,MN
1,55444,55444,Hennepin County,MN
1,55445,55445,Hennepin County,MN
1,55448,55448,Anoka County,MN
2,55449,55449,Anoka County,MN
1,55719,55719,St. Louis County,MN
5,55720,55720,Carlton County,MN
1,55723-8146,55723,St. Louis County,MN
1,55805,55805,St. Louis County,MN
3,55811,55811,St. Louis County,MN
3,55901,55901,Olmsted County,MN
1,55912,55912,Mower County,MN
2,55987,55987,Winona County,MN
1,56001,56001,Blue Earth County,MN
2,56003,56003,Nicollet County,MN
2,56007,56007,Freeborn County,MN
1,5602,5602,Washington County,VT
1,56073,56073,Brown County,MN
1,56301,56301,Stearns County,MN
1,56320,56320,Stearns County,MN
3,56345,56345,Morrison County,MN
4,5641,5641,Washington County,VT
1,56468,56468,Crow Wing County,MN
2,56601,56601,Beltrami County,MN
1,56601-2433,56601,Beltrami County,MN
1,5661,5661,Lamoille County,VT
1,57004,57004,Union County,SD
2,57005,57005,Minnehaha County,SD
2,57006,57006,Brookings County,SD
7,5701,5701,Rutland County,VT
3,57042,57042,Lake County,SD
4,57069,57069,Clay County,SD
3,57103,57103,Minnehaha County,SD
1,57105,57105,Minnehaha County,SD
1,57106,57106,Minnehaha County,SD
7,57201,57201,Codington County,SD
1,57262,57262,Roberts County,SD
9,57301,57301,Davison County,SD
2,57325,57325,Brule County,SD
4,57350,57350,Beadle County,SD
10,57401,57401,Brown County,SD
2,57501,57501,Hughes County,SD
3,57580,57580,Tripp County,SD
1,57601,57601,Walworth County,SD
23,57701,57701,Pennington County,SD
11,57702,57702,Pennington County,SD
3,57717,57717,Butte County,SD
1,57719,57719,Pennington County,SD
1,57730,57730,Custer County,SD
2,57747,57747,Fall River County,SD
1,57783,57783,Lawrence County,SD
7,57785,57785,Meade County,SD
1,58072,58072,Barnes County,ND
5,58075,58075,Richland County,ND
1,58102,58102,Cass County,ND
2,58103,58103,Cass County,ND
2,58104,58104,Cass County,ND
4,5819,5819,Caledonia County,VT
5,58201,58201,Grand Forks County,ND
1,58203,58203,Grand Forks County,ND
1,58237,58237,Walsh County,ND
2,58301,58301,Ramsey County,ND
7,58401,58401,Stutsman County,ND
1,58503,58503,Burleigh County,ND
1,58504,58504,Burleigh County,ND
2,58554,58554,Morton County,ND
2,58601,58601,Stark County,ND
8,58701,58701,Ward County,ND
1,58703,58703,Ward County,ND
8,58801,58801,Williams County,ND
1,59044,59044,Yellowstone County,MT
1,59047,59047,Park County,MT
1,59101,59101,Yellowstone County,MT
3,59102,59102,Yellowstone County,MT
2,59105,59105,Yellowstone County,MT
1,59230,59230,Valley County,MT
1,59301,59301,Custer County,MT
1,59401,59401,Cascade County,MT
1,59404,59404,Cascade County,MT
1,59405,59405,Cascade County,MT
1,59427,59427,Glacier County,MT
3,59601,59601,Lewis and Clark County,MT
1,59602,59602,Lewis and Clark County,MT
1,59722,59722,Powell County,MT
2,59801,59801,Missoula County,MT
3,59808,59808,Missoula County,MT
1,59840,59840,Ravalli County,MT
3,60002,60002,Lake County,IL
1,60004,60004,Cook County,IL
1,60007,60007,Cook County,IL
1,60008,60008,Cook County,IL
1,60010,60010,Lake County,IL
1,60012,60012,McHenry County,IL
1,60013,60013,McHenry County,IL
1,60014,60014,McHenry County,IL
2,60016,60016,Cook County,IL
1,60018,60018,Cook County,IL
2,60031,60031,Lake County,IL
1,60035,60035,Lake County,IL
1,60044-2219,60044,Lake County,IL
2,60046,60046,Lake County,IL
3,60047,60047,Lake County,IL
2,60048,60048,Lake County,IL
1,60050,60050,McHenry County,IL
1,60051,60051,McHenry County,IL
1,60060,60060,Lake County,IL
1,60062,60062,Cook County,IL
1,60068,60068,Cook County,IL
2,60073,60073,Lake County,IL
1,60076,60076,Cook County,IL
1,60077,60077,Cook County,IL
2,60085,60085,Lake County,IL
1,60087,60087,Lake County,IL
2,60089,60089,Lake County,IL
1,60091,60091,Cook County,IL
1,60099,60099,Lake County,IL
3,60101,60101,DuPage County,IL
2,60102,60102,McHenry County,IL
1,60103,60103,DuPage County,IL
1,60107,60107,Cook County,IL
2,60108,60108,DuPage County,IL
2,60110,60110,Kane County,IL
2,60115,60115,DeKalb County,IL
1,60123,60123,Kane County,IL
1,60131,60131,Cook County,IL
1,60133,60133,Cook County,IL
1,60137,60137,DuPage County,IL
1,60143,60143,DuPage County,IL
3,60148,60148,DuPage County,IL
1,60177,60177,Kane County,IL
1,60178,60178,DeKalb County,IL
2,60188,60188,DuPage County,IL
1,60201,60201,Cook County,IL
1,6029,6029,Tolland County,CT
2,60302,60302,Cook County,IL
1,6032,6032,Hartford County,CT
2,6040,6040,Hartford County,CT
2,60408,60408,Will County,IL
1,60411,60411,Cook County,IL
2,60415,60415,Cook County,IL
1,60416,60416,Grundy County,IL
1,60418,60418,#N/A,#N/A
1,60426,60426,Cook County,IL
1,60430,60430,Cook County,IL
1,60431,60431,Will County,IL
1,60432,60432,Will County,IL
3,60435,60435,Will County,IL
1,60436,60436,Will County,IL
2,60440,60440,Will County,IL
1,60443,60443,Cook County,IL
1,60445,60445,Cook County,IL
1,60446,60446,Will County,IL
2,60453,60453,Cook County,IL
1,60455,60455,Cook County,IL
2,60477,60477,Cook County,IL
2,60481,60481,Will County,IL
1,60502-7003,60502,DuPage County,IL
5,60506,60506,Kane County,IL
3,60515,60515,DuPage County,IL
1,60517,60517,DuPage County,IL
2,60521,60521,DuPage County,IL
1,60525,60525,Cook County,IL
1,60526,60526,Cook County,IL
1,6053,6053,Hartford County,CT
2,60538,60538,Kendall County,IL
1,60540,60540,DuPage County,IL
1,60546,60546,Cook County,IL
1,60548,60548,DeKalb County,IL
2,60559,60559,DuPage County,IL
1,60560,60560,Kendall County,IL
1,60563,60563,DuPage County,IL
2,60564,60564,Will County,IL
1,60601,60601,Cook County,IL
2,60603,60603,Cook County,IL
1,60606,60606,Cook County,IL
1,60607,60607,Cook County,IL
1,60608,60608,Cook County,IL
3,60609,60609,Cook County,IL
2,60610,60610,Cook County,IL
1,60614,60614,Cook County,IL
3,60615,60615,Cook County,IL
1,60616,60616,Cook County,IL
1,60617,60617,Cook County,IL
3,60618,60618,Cook County,IL
1,60619,60619,Cook County,IL
2,6062,6062,Hartford County,CT
1,60620,60620,Cook County,IL
1,60624,60624,Cook County,IL
1,60625,60625,Cook County,IL
1,60626,60626,Cook County,IL
4,60630,60630,Cook County,IL
1,60632,60632,Cook County,IL
3,60634,60634,Cook County,IL
1,60636,60636,Cook County,IL
4,60638,60638,Cook County,IL
4,60639,60639,Cook County,IL
2,60640,60640,Cook County,IL
1,60641,60641,Cook County,IL
1,60644,60644,Cook County,IL
1,60647,60647,Cook County,IL
1,60654,60654,Cook County,IL
1,60659,60659,Cook County,IL
4,6066,6066,Tolland County,CT
2,60661,60661,Cook County,IL
1,6067,6067,Hartford County,CT
1,60706,60706,Cook County,IL
1,6074,6074,Hartford County,CT
1,60803,60803,Cook County,IL
1,60827,60827,Cook County,IL
1,6085,6085,Hartford County,CT
1,6088,6088,Hartford County,CT
1,60901,60901,Kankakee County,IL
2,60914,60914,Kankakee County,IL
2,60915,60915,Kankakee County,IL
1,60942,60942,Vermilion County,IL
1,6096,6096,Hartford County,CT
1,60970,60970,Iroquois County,IL
1,61008,61008,Boone County,IL
1,61032,61032,Stephenson County,IL
2,6105,6105,Hartford County,CT
6,6106,6106,Hartford County,CT
3,61068,61068,Ogle County,IL
1,61068-9699,61068,Ogle County,IL
1,6107,6107,Hartford County,CT
1,6108,6108,Hartford County,CT
1,61080,61080,Winnebago County,IL
1,61085,61085,Jo Daviess County,IL
1,61101,61101,Winnebago County,IL
1,61108,61108,Winnebago County,IL
5,61109,61109,Winnebago County,IL
5,6111,6111,Hartford County,CT
2,61111,61111,Winnebago County,IL
1,61112,61112,Winnebago County,IL
1,61115,61115,Winnebago County,IL
1,6112,6112,Hartford County,CT
3,6114,6114,Hartford County,CT
3,6117,6117,Hartford County,CT
3,6118,6118,Hartford County,CT
2,61201,61201,Rock Island County,IL
1,61231,61231,Mercer County,IL
1,61244,61244,Rock Island County,IL
1,61264,61264,Rock Island County,IL
1,61265,61265,Rock Island County,IL
1,61342,61342,LaSalle County,IL
4,61350,61350,LaSalle County,IL
2,61364,61364,LaSalle County,IL
1,61401,61401,Knox County,IL
1,61455,61455,McDonough County,IL
2,61462,61462,Warren County,IL
4,61520,61520,Fulton County,IL
3,61523,61523,Peoria County,IL
4,61550,61550,Tazewell County,IL
7,61554,61554,Tazewell County,IL
1,61571,61571,Tazewell County,IL
2,61604,61604,Peoria County,IL
1,61611,61611,Tazewell County,IL
1,61614,61614,Peoria County,IL
3,61615,61615,Peoria County,IL
1,61701,61701,McLean County,IL
2,61704,61704,McLean County,IL
1,61727,61727,De Witt County,IL
1,61761,61761,McLean County,IL
4,61764,61764,Livingston County,IL
1,61801,61801,Champaign County,IL
1,61802,61802,Champaign County,IL
1,61822,61822,Champaign County,IL
7,61832,61832,Vermilion County,IL
1,61944,61944,Edgar County,IL
2,62002,62002,Madison County,IL
1,62010,62010,Madison County,IL
4,62025,62025,Madison County,IL
1,62035,62035,Madison County,IL
1,62040,62040,Madison County,IL
1,62040-3709,62040,Madison County,IL
1,62052,62052,Jersey County,IL
7,62056,62056,Montgomery County,IL
2,62206,62206,St. Clair County,IL
4,62208,62208,St. Clair County,IL
2,62220,62220,St. Clair County,IL
3,62221,62221,St. Clair County,IL
1,62222,62222,#N/A,#N/A
1,62226,62226,St. Clair County,IL
2,62231,62231,Clinton County,IL
1,62232,62232,St. Clair County,IL
5,62234,62234,Madison County,IL
1,62246,62246,Bond County,IL
1,6226,6226,Windham County,CT
1,62278,62278,Randolph County,IL
1,62286,62286,Randolph County,IL
3,62298,62298,Monroe County,IL
2,62301,62301,Adams County,IL
2,62363,62363,Pike County,IL
3,62441,62441,Clark County,IL
2,62454,62454,Crawford County,IL
6,62471,62471,Fayette County,IL
1,62522,62522,Macon County,IL
1,62526,62526,Macon County,IL
4,62568,62568,Christian County,IL
2,62626,62626,Macoupin County,IL
4,62650,62650,Morgan County,IL
1,62656,62656,Logan County,IL
2,62702,62702,Sangamon County,IL
1,62703,62703,Sangamon County,IL
1,62704,62704,Sangamon County,IL
1,62712,62712,Sangamon County,IL
3,62801,62801,Marion County,IL
1,62837,62837,Wayne County,IL
3,62863,62863,Wabash County,IL
6,62864,62864,Jefferson County,IL
1,62901,62901,Jackson County,IL
3,62906,62906,Union County,IL
1,62959,62959,Williamson County,IL
1,62960,62960,Massac County,IL
3,62966,62966,Jackson County,IL
2,63005,63005,St. Louis County,MO
5,63010,63010,Jefferson County,MO
2,63011,63011,St. Louis County,MO
2,63017,63017,St. Louis County,MO
1,63020,63020,Jefferson County,MO
2,63025,63025,St. Louis County,MO
1,63026,63026,St. Louis County,MO
1,63026-4169,63026,St. Louis County,MO
1,63028,63028,Jefferson County,MO
2,63033,63033,St. Louis County,MO
1,63042,63042,St. Louis County,MO
1,63044,63044,St. Louis County,MO
1,63052,63052,Jefferson County,MO
2,63069,63069,Franklin County,MO
3,63080,63080,Franklin County,MO
3,63090,63090,Franklin County,MO
1,63104,63104,St. Louis city,MO
1,63107,63107,St. Louis city,MO
1,63108,63108,St. Louis city,MO
1,63114,63114,St. Louis County,MO
1,63115,63115,St. Louis city,MO
1,63119,63119,St. Louis County,MO
1,63120,63120,St. Louis city,MO
1,63121-5023,63121,St. Louis County,MO
2,63122,63122,St. Louis County,MO
1,63122-6426,63122,St. Louis County,MO
2,63128,63128,St. Louis County,MO
2,63129,63129,St. Louis County,MO
2,63132,63132,St. Louis County,MO
1,63134,63134,St. Louis County,MO
1,63135,63135,St. Louis County,MO
4,63136,63136,St. Louis County,MO
1,63137,63137,St. Louis County,MO
6,63139,63139,St. Louis city,MO
1,63141,63141,St. Louis County,MO
1,63143,63143,St. Louis County,MO
1,63144,63144,St. Louis County,MO
1,63146,63146,St. Louis County,MO
4,6320,6320,New London County,CT
8,63301,63301,St. Charles County,MO
6,63303,63303,St. Charles County,MO
5,63304,63304,St. Charles County,MO
1,6335,6335,New London County,CT
10,63366,63366,St. Charles County,MO
2,63367,63367,St. Charles County,MO
7,63368,63368,St. Charles County,MO
10,63376,63376,St. Charles County,MO
5,63379,63379,Lincoln County,MO
3,63383,63383,Warren County,MO
6,63385,63385,St. Charles County,MO
5,6340,6340,New London County,CT
4,63401,63401,Marion County,MO
4,63501,63501,Adair County,MO
1,63552,63552,Macon County,MO
2,6360,6360,New London County,CT
5,63601,63601,St. Francois County,MO
2,63645,63645,Madison County,MO
1,63670,63670,Ste. Genevieve County,MO
