number_of_fastfood,zip_code1,zip_code,county,state
1,92126,92126,San Diego County,CA
1,92128,92128,San Diego County,CA
1,92131,92131,San Diego County,CA
1,92136,92136,#N/A,#N/A
1,92154,92154,San Diego County,CA
1,92173,92173,San Diego County,CA
3,92203,92203,Riverside County,CA
1,92211,92211,Riverside County,CA
2,92220,92220,Riverside County,CA
2,92223,92223,Riverside County,CA
3,92234,92234,Riverside County,CA
2,92236,92236,Riverside County,CA
1,92243,92243,Imperial County,CA
1,92253,92253,Riverside County,CA
6,92262,92262,Riverside County,CA
1,92307,92307,San Bernardino County,CA
2,92309,92309,San Bernardino County,CA
1,92311,92311,San Bernardino County,CA
2,92325,92325,San Bernardino County,CA
1,92336,92336,San Bernardino County,CA
1,92345,92345,San Bernardino County,CA
2,92346,92346,San Bernardino County,CA
1,92363,92363,San Bernardino County,CA
6,92373,92373,San Bernardino County,CA
2,92376,92376,San Bernardino County,CA
1,92395,92395,San Bernardino County,CA
1,92399,92399,San Bernardino County,CA
2,92404,92404,San Bernardino County,CA
3,92407,92407,San Bernardino County,CA
1,92408,92408,San Bernardino County,CA
1,92501,92501,Riverside County,CA
1,92503,92503,Riverside County,CA
1,92504,92504,Riverside County,CA
1,92507,92507,Riverside County,CA
1,92508,92508,Riverside County,CA
1,92530-2754,92530,Riverside County,CA
1,92545,92545,Riverside County,CA
1,92551,92551,Riverside County,CA
2,92553,92553,Riverside County,CA
1,92553-7512,92553,Riverside County,CA
1,92557,92557,Riverside County,CA
1,92562,92562,Riverside County,CA
1,92571,92571,Riverside County,CA
1,92590,92590,Riverside County,CA
1,92606,92606,Orange County,CA
1,92610,92610,Orange County,CA
1,92612,92612,Orange County,CA
1,92618,92618,Orange County,CA
3,92626,92626,Orange County,CA
1,92627,92627,Orange County,CA
2,92630,92630,Orange County,CA
1,92647,92647,Orange County,CA
2,92648,92648,Orange County,CA
4,92660,92660,Orange County,CA
2,92663,92663,Orange County,CA
1,92673,92673,Orange County,CA
1,92675,92675,Orange County,CA
1,92677,92677,Orange County,CA
3,92683,92683,Orange County,CA
1,92688,92688,Orange County,CA
1,92691,92691,Orange County,CA
3,92704,92704,Orange County,CA
6,92705,92705,Orange County,CA
2,92780,92780,Orange County,CA
5,92801,92801,Orange County,CA
1,92802,92802,Orange County,CA
3,92804,92804,Orange County,CA
2,92805,92805,Orange County,CA
1,92806,92806,Orange County,CA
1,92807,92807,Orange County,CA
1,92831,92831,Orange County,CA
2,92833,92833,Orange County,CA
1,92841,92841,Orange County,CA
1,92860,92860,Riverside County,CA
1,92866,92866,Orange County,CA
1,92868,92868,Orange County,CA
2,92869,92869,Orange County,CA
2,92870,92870,Orange County,CA
1,92879,92879,Riverside County,CA
1,92881,92881,Riverside County,CA
3,92886,92886,Orange County,CA
1,93001,93001,Ventura County,CA
1,93003,93003,Ventura County,CA
1,93030,93030,Ventura County,CA
1,93033,93033,Ventura County,CA
1,93060-3327,93060,Ventura County,CA
1,93109,93109,Santa Barbara County,CA
1,93117,93117,Santa Barbara County,CA
1,93203,93203,Kern County,CA
2,93239,93239,Kings County,CA
1,93243,93243,Kern County,CA
1,93245,93245,Kings County,CA
2,93247,93247,Tulare County,CA
1,93257,93257,Tulare County,CA
1,93263-2741,93263,Kern County,CA
1,93280,93280,Kern County,CA
1,93292,93292,Tulare County,CA
1,93307,93307,Kern County,CA
1,93308,93308,Kern County,CA
3,93309,93309,Kern County,CA
1,93314,93314,Kern County,CA
2,93405,93405,San Luis Obispo County,CA
1,93420,93420,San Luis Obispo County,CA
1,93422,93422,San Luis Obispo County,CA
1,93427,93427,Santa Barbara County,CA
2,93436,93436,Santa Barbara County,CA
1,93437,93437,Santa Barbara County,CA
8,93446,93446,San Luis Obispo County,CA
9,93454,93454,Santa Barbara County,CA
1,93514,93514,Inyo County,CA
5,93534,93534,Los Angeles County,CA
3,93535,93535,Los Angeles County,CA
4,93536,93536,Los Angeles County,CA
1,93546,93546,Mono County,CA
2,93550,93550,Los Angeles County,CA
5,93551,93551,Los Angeles County,CA
1,93552,93552,Los Angeles County,CA
6,93555,93555,Kern County,CA
1,93560,93560,Kern County,CA
1,93560-7745,93560,Kern County,CA
1,93611,93611,Fresno County,CA
2,93612,93612,Fresno County,CA
1,93618,93618,Tulare County,CA
1,93630,93630,Fresno County,CA
2,93635,93635,Merced County,CA
1,93637,93637,Madera County,CA
3,93657,93657,Fresno County,CA
1,93662,93662,Fresno County,CA
1,93703,93703,Fresno County,CA
2,93720,93720,Fresno County,CA
1,93726,93726,Fresno County,CA
1,93901,93901,Monterey County,CA
1,93907,93907,Monterey County,CA
2,93955,93955,Monterey County,CA
1,93960,93960,Monterey County,CA
1,93960-2975,93960,Monterey County,CA
1,94025,94025,San Mateo County,CA
1,94043,94043,Santa Clara County,CA
1,94044,94044,San Mateo County,CA
1,94061,94061,San Mateo County,CA
1,94080,94080,San Mateo County,CA
1,94085,94085,Santa Clara County,CA
1,94087,94087,Santa Clara County,CA
1,94102,94102,San Francisco County,CA
1,94117,94117,San Francisco County,CA
1,94124,94124,San Francisco County,CA
2,94304,94304,Santa Clara County,CA
1,94403,94403,San Mateo County,CA
2,94501,94501,Alameda County,CA
1,94513,94513,Contra Costa County,CA
1,94520,94520,Contra Costa County,CA
1,94526,94526,Contra Costa County,CA
2,94533,94533,Solano County,CA
2,94534,94534,Solano County,CA
2,94536,94536,Alameda County,CA
2,94538,94538,Alameda County,CA
3,94541,94541,Alameda County,CA
1,94544,94544,Alameda County,CA
2,94545,94545,Alameda County,CA
1,94549,94549,Contra Costa County,CA
1,94550,94550,Alameda County,CA
2,94551,94551,Alameda County,CA
2,94553,94553,Contra Costa County,CA
1,94556,94556,Contra Costa County,CA
1,94558,94558,Napa County,CA
2,94560,94560,Alameda County,CA
1,94565,94565,Contra Costa County,CA
1,94565-7115,94565,Contra Costa County,CA
1,94566,94566,Alameda County,CA
3,94577,94577,Alameda County,CA
1,94578,94578,Alameda County,CA
1,94583,94583,Contra Costa County,CA
2,94588,94588,Alameda County,CA
1,94601,94601,Alameda County,CA
1,94605,94605,Alameda County,CA
1,94611,94611,Alameda County,CA
1,94618,94618,Alameda County,CA
3,94621,94621,Alameda County,CA
1,94702,94702,Alameda County,CA
1,94703,94703,Alameda County,CA
1,94704,94704,Alameda County,CA
1,94801,94801,Contra Costa County,CA
2,94806,94806,Contra Costa County,CA
1,94925,94925,Marin County,CA
3,95008,95008,Santa Clara County,CA
1,95014,95014,Santa Clara County,CA
1,95020,95020,Santa Clara County,CA
2,95035,95035,Santa Clara County,CA
1,95050,95050,Santa Clara County,CA
2,95051,95051,Santa Clara County,CA
1,95060,95060,Santa Cruz County,CA
2,95076,95076,Santa Cruz County,CA
1,95110,95110,Santa Clara County,CA
3,95112,95112,Santa Clara County,CA
1,95113,95113,Santa Clara County,CA
1,95117,95117,Santa Clara County,CA
1,95118,95118,Santa Clara County,CA
2,95121,95121,Santa Clara County,CA
1,95123,95123,Santa Clara County,CA
1,95125,95125,Santa Clara County,CA
1,95126,95126,Santa Clara County,CA
1,95129,95129,Santa Clara County,CA
1,95136,95136,Santa Clara County,CA
1,95203,95203,San Joaquin County,CA
1,95206,95206,San Joaquin County,CA
2,95207,95207,San Joaquin County,CA
1,95209,95209,San Joaquin County,CA
1,95210,95210,San Joaquin County,CA
1,95212,95212,San Joaquin County,CA
1,95237,95237,San Joaquin County,CA
1,95242,95242,San Joaquin County,CA
1,95301,95301,Merced County,CA
1,95334,95334,Merced County,CA
1,95336,95336,San Joaquin County,CA
1,95336-5007,95336,San Joaquin County,CA
1,95337,95337,San Joaquin County,CA
2,95348,95348,Merced County,CA
1,95350,95350,Stanislaus County,CA
2,95351,95351,Stanislaus County,CA
2,95354,95354,Stanislaus County,CA
2,95355,95355,Stanislaus County,CA
2,95356,95356,Stanislaus County,CA
1,95357-0511,95357,Stanislaus County,CA
6,95363,95363,Stanislaus County,CA
1,95367,95367,Stanislaus County,CA
1,95370,95370,Tuolumne County,CA
1,95376,95376,San Joaquin County,CA
3,95380,95380,Stanislaus County,CA
2,95382,95382,Stanislaus County,CA
1,95403,95403,Sonoma County,CA
1,95405,95405,Sonoma County,CA
1,95458,95458,Lake County,CA
1,95472,95472,Sonoma County,CA
1,95476,95476,Sonoma County,CA
5,95603,95603,Placer County,CA
1,95610,95610,Sacramento County,CA
1,95630,95630,Sacramento County,CA
1,95648,95648,Placer County,CA
1,95650,95650,Placer County,CA
1,95661,95661,Placer County,CA
7,95667,95667,El Dorado County,CA
1,95670,95670,Sacramento County,CA
2,95678,95678,Placer County,CA
1,95678-1937,95678,Placer County,CA
1,95682,95682,El Dorado County,CA
2,95687,95687,Solano County,CA
1,95691,95691,Yolo County,CA
1,95713,95713,Placer County,CA
1,95747,95747,Placer County,CA
3,95776,95776,Yolo County,CA
1,95815,95815,Sacramento County,CA
2,95821,95821,Sacramento County,CA
1,95824,95824,Sacramento County,CA
1,95825,95825,Sacramento County,CA
1,95826,95826,Sacramento County,CA
1,95831,95831,Sacramento County,CA
1,95834,95834,Sacramento County,CA
2,95842,95842,Sacramento County,CA
1,95843,95843,Sacramento County,CA
5,95901,95901,Yuba County,CA
1,95928,95928,Butte County,CA
1,95945,95945,Nevada County,CA
1,95948,95948,Butte County,CA
3,95965,95965,Butte County,CA
1,95969,95969,Butte County,CA
1,95993,95993,Sutter County,CA
1,96002,96002,Shasta County,CA
2,96021,96021,Tehama County,CA
1,96130-4730,96130,Lassen County,CA
1,96707,96707,Honolulu County,HI
2,96720,96720,Hawaii County,HI
2,96732,96732,Maui County,HI
2,96734,96734,Honolulu County,HI
1,96740,96740,Hawaii County,HI
1,96744,96744,Honolulu County,HI
1,96746,96746,Kauai County,HI
1,96753,96753,Maui County,HI
2,96761,96761,Maui County,HI
1,96762,96762,Honolulu County,HI
2,96766,96766,Kauai County,HI
1,96782,96782,Honolulu County,HI
2,96789,96789,Honolulu County,HI
2,96797,96797,Honolulu County,HI
4,96814,96814,Honolulu County,HI
1,96815,96815,Honolulu County,HI
4,96816,96816,Honolulu County,HI
2,96817,96817,Honolulu County,HI
1,96818,96818,Honolulu County,HI
4,96819,96819,Honolulu County,HI
3,96826,96826,Honolulu County,HI
2,97003,97003,#N/A,#N/A
3,97005,97005,Washington County,OR
1,97013,97013,Clackamas County,OR
3,97030,97030,Multnomah County,OR
1,97031,97031,Hood River County,OR
1,97034,97034,Clackamas County,OR
1,97045,97045,Clackamas County,OR
1,97055,97055,Clackamas County,OR
1,97056,97056,Columbia County,OR
1,97058,97058,Wasco County,OR
2,97060,97060,Multnomah County,OR
1,97062,97062,Washington County,OR
3,97068,97068,Clackamas County,OR
1,97070,97070,Clackamas County,OR
1,97071,97071,Marion County,OR
3,97086,97086,Clackamas County,OR
1,97113,97113,Washington County,OR
2,97124,97124,Washington County,OR
4,97128,97128,Yamhill County,OR
1,97133,97133,Washington County,OR
2,97138,97138,Clatsop County,OR
1,97140,97140,Washington County,OR
1,97141,97141,Tillamook County,OR
2,97202,97202,Multnomah County,OR
1,97202-2166,97202,Multnomah County,OR
1,97203,97203,Multnomah County,OR
1,97205,97205,Multnomah County,OR
1,97209,97209,Multnomah County,OR
1,97211,97211,Multnomah County,OR
2,97214,97214,Multnomah County,OR
1,97216,97216,Multnomah County,OR
1,97218,97218,Multnomah County,OR
1,97219,97219,Multnomah County,OR
1,97219-4050,97219,Multnomah County,OR
1,97220,97220,Multnomah County,OR
2,97222,97222,Clackamas County,OR
5,97223,97223,Washington County,OR
1,97224,97224,Washington County,OR
1,97232,97232,Multnomah County,OR
1,97232-2014,97232,Multnomah County,OR
1,97233,97233,Multnomah County,OR
1,97236,97236,Multnomah County,OR
1,97266,97266,Multnomah County,OR
2,97267,97267,Clackamas County,OR
2,97301,97301,Marion County,OR
4,97303,97303,Marion County,OR
1,97305,97305,Marion County,OR
1,97306,97306,Marion County,OR
1,97317,97317,Marion County,OR
1,97321,97321,Linn County,OR
1,97333,97333,Benton County,OR
1,97355,97355,Linn County,OR
1,97361,97361,Polk County,OR
1,97381,97381,Marion County,OR
1,97386,97386,Linn County,OR
1,97391,97391,Lincoln County,OR
2,97401,97401,Lane County,OR
1,97402,97402,Lane County,OR
3,97420,97420,Coos County,OR
1,97424,97424,Lane County,OR
3,97477,97477,Lane County,OR
1,97478,97478,Lane County,OR
1,97479,97479,Douglas County,OR
1,97501,97501,Jackson County,OR
4,97502,97502,Jackson County,OR
2,97504,97504,Jackson County,OR
1,97526,97526,Josephine County,OR
4,97601,97601,Klamath County,OR
1,97603,97603,Klamath County,OR
1,97702,97702,Deschutes County,OR
1,97741,97741,Jefferson County,OR
1,97754,97754,Crook County,OR
1,97756,97756,Deschutes County,OR
1,97814,97814,Baker County,OR
1,97850,97850,Union County,OR
1,98001,98001,King County,WA
2,98002,98002,King County,WA
2,98003,98003,King County,WA
1,98006,98006,King County,WA
2,98027,98027,King County,WA
1,98030,98030,King County,WA
4,98032,98032,King County,WA
1,98032-1030,98032,King County,WA
2,98034,98034,King County,WA
2,98036,98036,Snohomish County,WA
1,98040,98040,King County,WA
1,98045,98045,King County,WA
1,98052,98052,King County,WA
1,98057,98057,King County,WA
1,98059,98059,King County,WA
1,98087,98087,Snohomish County,WA
1,98105,98105,King County,WA
1,98107,98107,King County,WA
1,98108,98108,King County,WA
1,98115,98115,King County,WA
1,98116,98116,King County,WA
2,98125,98125,King County,WA
1,98126,98126,King County,WA
3,98133,98133,King County,WA
1,98144,98144,King County,WA
1,98146,98146,King County,WA
1,98148,98148,King County,WA
1,98166,98166,King County,WA
1,98178,98178,King County,WA
2,98201,98201,Snohomish County,WA
2,98204,98204,Snohomish County,WA
1,98208,98208,Snohomish County,WA
2,98221,98221,Skagit County,WA
1,98223,98223,Snohomish County,WA
2,98226,98226,Whatcom County,WA
6,98233,98233,Skagit County,WA
1,98258,98258,Snohomish County,WA
2,98270,98270,Snohomish County,WA
4,98271,98271,Snohomish County,WA
2,98272,98272,Snohomish County,WA
1,98275,98275,Snohomish County,WA
1,98277,98277,Island County,WA
2,98290,98290,Snohomish County,WA
1,98296,98296,Snohomish County,WA
1,98310,98310,Kitsap County,WA
2,98327,98327,Pierce County,WA
1,98335,98335,Pierce County,WA
1,98339-9411,98339,Jefferson County,WA
1,98354,98354,Pierce County,WA
1,98360,98360,Pierce County,WA
2,98362,98362,Clallam County,WA
1,98368,98368,Jefferson County,WA
1,98371,98371,Pierce County,WA
1,98373,98373,Pierce County,WA
2,98382,98382,Clallam County,WA
2,98383,98383,Kitsap County,WA
1,98387,98387,Pierce County,WA
1,98390,98390,Pierce County,WA
2,98391,98391,Pierce County,WA
1,98404,98404,Pierce County,WA
1,98408,98408,Pierce County,WA
1,98409,98409,Pierce County,WA
2,98444,98444,Pierce County,WA
2,98466,98466,Pierce County,WA
1,98499,98499,Pierce County,WA
2,98501,98501,Thurston County,WA
1,98502,98502,Thurston County,WA
1,98503,98503,Thurston County,WA
3,98516,98516,Thurston County,WA
6,98520,98520,Grays Harbor County,WA
4,98531,98531,Lewis County,WA
1,98532,98532,Lewis County,WA
1,98550,98550,Grays Harbor County,WA
1,98579,98579,Thurston County,WA
2,98597,98597,Thurston County,WA
2,98604,98604,Clark County,WA
2,98632,98632,Cowlitz County,WA
3,98662,98662,Clark County,WA
2,98665,98665,Clark County,WA
1,98674,98674,Cowlitz County,WA
3,98683,98683,Clark County,WA
2,98684,98684,Clark County,WA
7,98801,98801,Chelan County,WA
3,98802,98802,Douglas County,WA
7,98837,98837,Grant County,WA
1,98841,98841,Okanogan County,WA
4,98901,98901,Yakima County,WA
4,98902,98902,Yakima County,WA
3,98903,98903,Yakima County,WA
1,98922,98922,Kittitas County,WA
1,99004,99004,Spokane County,WA
1,99019,99019,Spokane County,WA
2,99037,99037,Spokane County,WA
1,99205,99205,Spokane County,WA
2,99206,99206,Spokane County,WA
2,99208,99208,Spokane County,WA
2,99212,99212,Spokane County,WA
1,99216,99216,Spokane County,WA
1,99218,99218,Spokane County,WA
1,99224,99224,Spokane County,WA
2,99301,99301,Franklin County,WA
15,99336,99336,Benton County,WA
12,99352,99352,Benton County,WA
1,99403,99403,Asotin County,WA
1,99501,99501,Anchorage Municipality,AK
1,99502,99502,Anchorage Municipality,AK
1,99503,99503,Anchorage Municipality,AK
2,99504,99504,Anchorage Municipality,AK
1,99515,99515,Anchorage Municipality,AK
1,99577,99577,Anchorage Municipality,AK
1,99611,99611,Kenai Peninsula Borough,AK
1,99669,99669,Kenai Peninsula Borough,AK
3,99701,99701,Fairbanks North Star Borough,AK
1,99709,99709,Fairbanks North Star Borough,AK
1,99801,99801,Juneau City and Borough,AK
