number_of_fastfood,zipcode,population,state,county,graduate_or_professional,highSchool_or_higher,bachelors_or_higher,median,stdev,lat,lon,clean_mean
1,85021,40422.0,AZ,Maricopa County,11.7,84.3,29.5,121839.33,40488.67,33.5822,-112.0847,52654.0
1,85023,33328.0,AZ,Maricopa County,10.2,88.1,30.3,73584.2,53903.4,33.6346,-112.0831,80728.2
1,85027,35225.0,AZ,Maricopa County,9.4,90.0,28.3,63287.5,56472.75,33.6645,-112.1075,74024.5
2,85029,45513.0,AZ,Maricopa County,5.8,86.2,19.4,43037.8,35382.4,33.5922,-112.1326,49233.2
1,85032,71957.0,AZ,Maricopa County,10.3,86.6,31.5,82922.58,47982.5,33.6334,-111.9832,72991.0
1,85033,64428.0,AZ,Maricopa County,1.5,57.3,5.0,42728.0,30824.83,33.4948,-112.2083,46798.0
1,85034,4322.0,AZ,Maricopa County,5.2,57.9,18.7,15971.5,18093.5,33.4291,-112.02799999999999,19109.5
1,85035,57470.0,AZ,Maricopa County,1.1,56.4,5.7,27466.5,24075.75,33.4727,-112.1882,34299.25
2,85037,49702.0,AZ,Maricopa County,4.2,71.2,11.3,40768.0,32364.67,33.4912,-112.2548,49021.0
2,85040,32420.0,AZ,Maricopa County,3.6,64.3,12.1,38162.5,47950.0,33.3997,-112.0473,49549.0
1,85041,62683.0,AZ,Maricopa County,5.2,70.7,14.0,100092.0,43700.6,33.3857,-112.1174,61242.0
1,85042,43820.0,AZ,Maricopa County,7.1,78.3,21.5,50598.33,38687.0,33.3806,-112.0279,54856.0
1,85043,36177.0,AZ,Maricopa County,3.7,68.7,11.5,26685.0,38775.0,33.4071,-112.221,40916.0
3,85044,39574.0,AZ,Maricopa County,18.0,96.0,45.8,44508.0,29999.0,33.3339,-111.9797,50552.5
2,85048,35621.0,AZ,Maricopa County,22.1,97.2,54.7,219521.6,65457.0,33.3054,-112.0247,120215.4
1,85050,30715.0,AZ,Maricopa County,20.2,93.9,49.7,40442.0,29266.0,33.6665,-112.0225,45602.0
2,85051,42223.0,AZ,Maricopa County,4.4,80.8,15.7,135087.67,48056.0,33.5595,-112.1394,64449.67
1,85053,28404.0,AZ,Maricopa County,6.2,89.2,21.3,300000.0,49867.0,33.6613,-112.1206,91682.0
1,85086,41533.0,AZ,Maricopa County,12.6,95.9,39.8,139091.25,62803.25,33.849000000000004,-112.0766,105776.5
2,85131,18221.0,AZ,Pinal County,2.9,66.8,7.9,43020.0,38386.0,32.7508,-111.6705,51765.0
4,85142,55931.0,AZ,Maricopa County,10.5,94.0,31.8,136818.0,47449.0,33.2374,-111.6303,80536.67
3,85201,50323.0,AZ,Maricopa County,6.7,82.1,20.8,35960.0,33029.6,33.4308,-111.8565,43079.0
2,85202,39095.0,AZ,Maricopa County,10.3,87.1,29.0,51352.0,36555.67,33.384,-111.8727,60528.0
2,85204,64583.0,AZ,Maricopa County,4.4,80.2,17.9,75303.1,37392.5,33.3875,-111.838,58520.3
2,85205,41376.0,AZ,Maricopa County,8.2,90.6,25.3,46013.0,52835.0,33.4209,-111.7271,62457.5
3,85206,35415.0,AZ,Maricopa County,8.9,92.8,25.5,36373.5,36046.5,33.4215,-111.7033,45488.5
1,85209,41738.0,AZ,Maricopa County,10.3,93.0,28.5,136273.33,44753.0,33.3766,-111.6386,73092.0
1,85212,28700.0,AZ,Maricopa County,11.5,92.5,32.8,33147.0,32337.0,33.3057,-111.6551,42944.0
3,85215,15969.0,AZ,Maricopa County,13.0,94.2,31.2,202261.0,67460.0,33.4823,-111.6924,107041.5
2,85224,43827.0,AZ,Maricopa County,13.6,93.8,37.9,63399.8,51035.0,33.319,-111.8676,75310.0
2,85225,70168.0,AZ,Maricopa County,9.0,84.4,28.4,80561.0,57558.0,33.299,-111.8156,89718.0
1,85226,36707.0,AZ,Maricopa County,19.3,96.1,47.5,251052.75,56134.75,33.3096,-111.916,103793.0
1,85234,50101.0,AZ,Maricopa County,13.9,94.9,38.6,83527.25,59888.0,33.3678,-111.7389,95217.25
2,85248,31990.0,AZ,Maricopa County,19.4,96.6,44.9,80531.75,59011.0,33.2416,-111.866,91533.75
1,85250,17445.0,AZ,Maricopa County,18.6,97.9,52.8,121361.25,61235.0,33.5303,-111.9024,81429.75
4,85251,39867.0,AZ,Maricopa County,19.0,93.1,51.1,43393.5,54931.0,33.4968,-111.9279,60009.5
1,85255,40151.0,AZ,Maricopa County,27.9,97.6,68.0,120260.5,73932.5,33.6792,-111.8916,127881.0
1,85257,31426.0,AZ,Maricopa County,10.0,93.4,35.9,66260.0,50223.8,33.4709,-111.9353,74439.6
1,85281,61382.0,AZ,Maricopa County,15.3,87.6,38.5,34987.6,37984.6,33.4147,-111.9249,44781.0
5,85282,51847.0,AZ,Maricopa County,15.0,93.0,39.8,46147.5,42568.5,32.3817,-111.4168,52970.5
2,85283,49123.0,AZ,Maricopa County,15.3,90.3,39.3,54663.4,42708.0,33.3672,-111.9398,63183.8
3,85284,18436.0,AZ,Maricopa County,29.5,96.8,64.7,101427.33,65257.67,33.3291,-111.9393,107966.0
4,85286,40933.0,AZ,Maricopa County,21.0,94.3,52.8,139576.67,56780.67,33.3392,-112.0127,82573.67
3,85295,42290.0,AZ,Maricopa County,14.5,95.9,45.4,102533.5,57520.5,33.3121,-111.7539,110895.5
1,85296,41556.0,AZ,Maricopa County,13.2,96.5,40.7,228100.67,64099.33,33.3288,-111.7719,99257.67
1,85297,31683.0,AZ,Maricopa County,17.2,96.0,48.0,224655.0,66190.33,33.2824,-111.7137,120871.0
2,85298,29153.0,AZ,Maricopa County,17.0,97.0,47.7,115886.0,63446.0,33.2367,-111.7386,119002.0
3,85301,66818.0,AZ,Maricopa County,3.1,67.6,7.8,86540.2,26415.0,33.5245,-112.1803,38530.6
1,85302,39430.0,AZ,Maricopa County,5.6,84.7,18.5,37547.5,32284.75,33.5674,-112.185,43023.5
1,85303,30801.0,AZ,Maricopa County,2.3,78.3,12.8,39687.0,33802.5,33.5325,-112.2204,45322.5
1,85304,27520.0,AZ,Maricopa County,7.1,91.9,24.9,174739.0,66494.0,33.5965,-112.1775,89296.5
2,85305,11771.0,AZ,Maricopa County,9.5,88.4,26.7,38458.0,36905.0,33.4006,-112.3295,47875.0
2,85307,8295.0,AZ,Maricopa County,6.6,90.6,19.1,54131.0,33485.0,33.5155,-112.2811,57968.0
1,85308,65922.0,AZ,Maricopa County,13.8,93.9,35.3,144766.0,45179.67,33.6399,-112.2521,76060.67
5,85326,56102.0,AZ,Maricopa County,2.5,80.8,12.1,300000.0,34255.0,33.4057,-112.5405,66666.0
1,85335,33937.0,AZ,Maricopa County,4.1,81.3,14.4,109762.0,40430.25,33.6002,-112.3142,54770.25
1,85340,30756.0,AZ,Maricopa County,14.6,93.1,33.1,139198.67,54036.67,33.4905,-112.3506,75010.67
2,85344,10015.0,AZ,La Paz County,3.0,77.3,10.1,21700.0,23814.0,33.875,-114.3599,27839.0
4,85364,74767.0,AZ,Yuma County,5.6,71.4,13.7,40146.0,37633.88,32.6914,-114.6336,50497.12
5,85365,48529.0,AZ,Yuma County,6.9,82.8,19.5,54400.67,30571.0,32.7078,-114.5452,58562.33
3,85374,46045.0,AZ,Maricopa County,9.9,90.9,28.7,94355.83,41297.83,33.6486,-112.3659,60399.33
1,85379,45742.0,AZ,Maricopa County,7.3,93.0,24.1,78406.25,50368.5,33.5957,-112.3787,84680.0
1,85381,25767.0,AZ,Maricopa County,10.0,96.2,28.7,33544.0,32593.0,33.6034,-112.2607,41322.0
2,85382,39689.0,AZ,Maricopa County,12.0,95.0,36.0,49990.5,39700.25,33.6138,-112.209,58463.62
1,85383,42126.0,AZ,Maricopa County,17.4,97.2,45.0,143419.67,53538.0,33.6959,-112.2512,90880.0
1,85546,20422.0,AZ,Graham County,3.4,87.1,12.3,43128.0,42504.0,32.8141,-109.7193,52828.0
3,85602,9052.0,AZ,Cochise County,8.0,89.8,19.2,43357.0,27442.0,31.9583,-110.3046,48145.0
3,85607,13991.0,AZ,Cochise County,4.9,70.6,15.2,27002.0,23007.0,31.3389,-109.5503,32972.0
1,85621,22548.0,AZ,Santa Cruz County,4.1,65.0,14.5,43252.0,40241.0,31.412,-110.8955,53646.0
1,85629,24752.0,AZ,Pima County,11.6,93.2,32.3,74059.0,48336.0,31.9837,-110.9798,85037.0
1,85635,34102.0,AZ,Cochise County,9.3,91.1,27.3,53275.75,49132.5,31.5606,-110.2518,64510.5
1,85653,15460.0,AZ,Pima County,7.0,85.4,19.7,53899.5,44317.0,32.3959,-111.3192,65876.5
1,85704,30487.0,AZ,Pima County,19.5,95.0,43.0,120036.5,49500.25,32.3169,-111.0039,71786.75
1,85705,56863.0,AZ,Pima County,5.3,78.2,16.4,22348.83,28912.67,32.2734,-110.9865,30038.67
1,85706,55179.0,AZ,Pima County,1.3,66.1,6.7,28337.75,32092.75,32.1436,-110.9456,37047.75
2,85710,56143.0,AZ,Pima County,9.2,91.5,27.3,45314.2,38635.6,32.2171,-110.8531,54730.2
2,85714,14744.0,AZ,Pima County,2.6,64.6,7.5,26326.0,35165.0,32.1714,-110.9633,36426.0
2,85715,17727.0,AZ,Pima County,21.7,95.6,43.6,63290.5,57857.0,32.2504,-110.8182,75384.5
3,85719,45963.0,AZ,Pima County,21.1,91.5,46.2,32095.5,30470.5,32.2211,-110.9545,37048.5
1,85730,39145.0,AZ,Pima County,6.5,89.6,19.7,40932.67,35439.0,32.1774,-110.8192,46638.67
1,85739,18247.0,AZ,Pinal County,19.6,94.6,41.2,56222.67,45737.0,32.4893,-110.9183,66487.33
1,86001,43511.0,AZ,Coconino County,21.2,95.4,49.6,61692.0,57495.0,35.3404,-111.7231,72401.0
1,86004,37215.0,AZ,Coconino County,15.9,90.8,39.6,129159.75,59778.0,35.2336,-111.5254,97279.0
2,86025,5609.0,AZ,Navajo County,6.1,87.0,15.6,24987.33,31838.0,35.226,-110.0536,34891.67
3,86040,10920.0,AZ,Coconino County,5.6,84.4,16.9,50049.67,55434.0,35.4492,-111.9841,66621.0
2,86045,12085.0,AZ,Coconino County,8.3,82.6,17.1,36642.0,42031.67,36.0282,-111.391,47913.33
3,86047,15682.0,AZ,Navajo County,4.6,75.5,9.5,117110.33,39860.0,35.1144,-110.9099,49246.0
1,86314,37464.0,AZ,Yavapai County,6.9,86.5,19.2,28842.0,54504.0,34.6118,-112.3503,51402.0
6,86401,24507.0,AZ,Mohave County,5.9,88.4,15.6,206962.67,43084.67,35.2598,-114.0292,58772.0
2,86442,33061.0,AZ,Mohave County,3.7,79.0,9.9,36492.5,29915.0,35.1119,-114.604,43136.0
3,87002,21675.0,NM,Valencia County,6.3,84.8,15.1,33773.25,34920.0,34.5988,-106.7275,43970.0
3,87020,11634.0,NM,Cibola County,5.4,81.7,16.3,48042.0,47022.0,35.1549,-107.8357,57528.0
5,87031,44158.0,NM,Valencia County,5.4,79.4,16.0,117371.25,43022.75,34.7923,-106.7001,62719.5
1,87035,7122.0,NM,Torrance County,4.6,85.9,18.0,121067.25,53213.25,35.1089,-106.2128,73265.0
2,87105,58906.0,NM,Bernalillo County,4.8,75.7,12.4,38437.0,41983.38,35.0515,-106.6715,50854.25
2,87106,25015.0,NM,Bernalillo County,28.6,90.0,51.1,70676.0,56468.33,35.1315,-106.62899999999999,86354.67
3,87107,31374.0,NM,Bernalillo County,18.0,87.8,34.9,121488.0,63182.0,35.1308,-106.6459,74489.0
3,87108,37287.0,NM,Bernalillo County,11.6,81.3,26.2,25723.33,44922.33,35.0739,-106.5818,41235.33
5,87109,39312.0,NM,Bernalillo County,15.8,93.7,36.9,129804.0,49913.33,35.1549,-106.5613,61630.67
2,87110,38092.0,NM,Bernalillo County,18.7,94.0,39.5,139459.0,39795.88,35.1111,-106.5757,58964.38
1,87111,57610.0,NM,Bernalillo County,25.4,95.8,49.5,110676.0,56377.33,35.1361,-106.5133,81101.17
2,87112,42890.0,NM,Bernalillo County,14.4,92.2,33.5,44252.0,37138.0,35.0992,-106.53299999999999,53099.75
4,87114,67625.0,NM,Bernalillo County,13.6,93.5,35.3,166532.2,43372.8,35.1924,-106.7007,73005.6
3,87120,61126.0,NM,Bernalillo County,13.6,94.2,34.0,70671.0,56035.5,35.1495,-106.7026,82735.0
2,87121,79573.0,NM,Bernalillo County,2.9,74.7,11.5,126052.67,27158.33,35.0203,-106.7462,35113.67
2,87122,18373.0,NM,Bernalillo County,37.3,98.4,68.7,220100.5,74350.5,35.1836,-106.5116,138936.5
3,87123,44656.0,NM,Bernalillo County,14.5,87.5,31.6,27725.0,28427.0,35.0292,-106.5304,35288.0
2,87124,54040.0,NM,Sandoval County,11.1,91.8,28.1,123137.25,56106.0,35.2655,-106.6644,80701.5
2,87144,40985.0,NM,Sandoval County,12.6,92.4,32.3,78904.0,62047.0,35.318000000000005,-106.6434,93426.0
10,87301,24142.0,NM,McKinley County,10.4,79.8,19.4,47604.25,46480.5,35.525999999999996,-108.7179,56670.5
3,87401,44458.0,NM,San Juan County,7.9,84.2,17.0,32612.33,49489.0,36.7472,-108.2001,49479.0
1,87402,10286.0,NM,San Juan County,10.9,91.1,26.7,108560.0,64677.0,36.7844,-108.1745,112794.0
3,87413,15903.0,NM,San Juan County,4.9,79.0,10.4,66320.67,50238.67,36.7123,-108.0169,74755.33
3,87505,30346.0,NM,Santa Fe County,25.9,91.8,50.0,61929.4,54250.6,35.6206,-105.9798,75593.6
1,87506,13349.0,NM,Santa Fe County,25.7,91.3,46.5,44402.33,59511.33,35.7195,-106.0805,65575.0
6,87532,18362.0,NM,Santa Fe County,6.9,82.6,19.9,42259.25,45792.25,35.994,-105.9611,54608.38
1,87544,17895.0,NM,Los Alamos County,40.3,98.0,65.5,202830.25,70904.75,35.8646,-106.3317,115840.75
7,87701,19699.0,NM,San Miguel County,9.4,80.1,21.2,20693.0,33058.67,35.5965,-105.2128,33034.0
1,87740,7309.0,NM,Colfax County,6.1,87.5,14.5,23419.0,36302.0,36.7213,-104.2769,34486.0
5,87801,10076.0,NM,Socorro County,9.4,76.5,22.6,170618.5,32750.0,34.0069,-106.92399999999999,43930.5
2,87901,6666.0,NM,Sierra County,6.3,84.4,16.7,25355.0,33616.0,33.1207,-107.2861,36637.5
4,88001,37201.0,NM,Doa Ana County,9.3,81.3,23.9,59773.93,43809.64,32.3243,-106.80799999999999,55620.14
3,88030,23348.0,NM,Luna County,5.6,68.2,14.4,300000.0,18281.0,32.2119,-107.7489,39000.0
7,88061,18562.0,NM,Grant County,15.2,88.4,33.3,300000.0,56810.0,32.7581,-108.2643,70959.0
1,88101,47233.0,NM,Curry County,7.0,83.3,20.0,31422.0,44809.2,34.4039,-103.1928,44802.8
9,88201,26379.0,NM,Chaves County,9.7,87.1,28.2,78014.0,36147.29,33.4245,-104.4604,50426.29
1,88210,18393.0,NM,Eddy County,5.0,82.7,16.0,121597.33,29544.67,32.8572,-104.414,49039.67
7,88220,35362.0,NM,Eddy County,7.4,86.3,17.0,58774.25,47248.5,32.3975,-104.2887,68247.0
3,88240,39568.0,NM,Lea County,5.4,72.0,13.6,58391.75,48537.5,32.7241,-103.1407,69085.25
1,88260,15082.0,NM,Lea County,4.0,70.9,10.0,51982.0,45636.0,32.9581,-103.3485,62354.5
2,88310,36460.0,NM,Otero County,9.0,89.5,20.0,112295.75,46755.25,32.8955,-105.9353,62485.75
1,88330,3977.0,NM,Otero County,8.9,99.3,28.4,45183.0,35516.0,32.8466,-106.0969,53619.0
4,88345,8368.0,NM,Lincoln County,10.4,94.5,30.8,48386.0,51728.0,33.3629,-105.6819,58765.0
3,88401,6752.0,NM,Quay County,5.8,82.0,13.1,93163.5,55732.0,35.2757,-103.9724,70547.0
1,88415,3494.0,NM,Union County,4.9,75.5,13.2,35108.0,35913.0,36.4881,-103.4757,41295.0
2,89014,38916.0,NV,Clark County,9.9,92.3,27.5,112371.5,54130.0,36.0625,-115.0719,73670.5
4,89015,41738.0,NV,Clark County,6.1,87.3,15.9,90631.25,54583.88,36.0356,-114.9653,74138.0
1,89027,16953.0,NV,Clark County,8.0,87.1,21.6,50438.0,42151.0,36.8288,-114.0783,58673.0
3,89030,47895.0,NV,Clark County,0.8,51.7,3.5,29954.57,26709.0,36.2104,-115.1248,36293.29
1,89031,66586.0,NV,Clark County,5.1,86.9,17.7,61674.0,43757.5,36.2611,-115.1751,70170.0
1,89032,43967.0,NV,Clark County,4.0,82.6,14.1,65519.0,47807.75,36.233000000000004,-115.171,72140.0
3,89052,51208.0,NV,Clark County,16.2,95.9,41.5,141978.4,66494.0,35.9873,-115.1161,113699.4
3,89074,49133.0,NV,Clark County,12.2,93.7,33.7,169412.8,59432.0,36.0357,-115.0803,88053.0
2,89102,37272.0,NV,Clark County,5.2,75.5,15.6,89559.6,43434.8,36.1389,-115.1903,56233.4
6,89103,50979.0,NV,Clark County,4.4,82.8,16.6,40273.0,42070.4,36.1131,-115.2313,52229.2
2,89104,39694.0,NV,Clark County,2.8,69.7,12.9,81471.29,37990.29,36.1489,-115.1166,55146.14
1,89107,37943.0,NV,Clark County,4.8,75.4,12.7,175118.5,52222.75,36.1642,-115.1929,70569.75
2,89108,75179.0,NV,Clark County,3.5,78.9,12.8,41817.25,42579.75,36.1921,-115.2176,52538.75
1,89113,26927.0,NV,Clark County,8.3,90.1,28.1,57680.0,48385.0,36.0796,-115.2518,67182.0
3,89117,53462.0,NV,Clark County,10.9,91.1,31.6,129805.75,59082.5,36.1477,-115.2973,87382.5
2,89118,20682.0,NV,Clark County,6.5,88.3,21.0,58443.5,60742.5,36.0845,-115.2273,80487.5
10,89119,50333.0,NV,Clark County,4.8,78.7,17.2,30473.33,43268.17,36.1103,-115.1499,46969.67
2,89120,24830.0,NV,Clark County,8.3,88.0,23.5,42070.33,33357.67,36.0942,-115.0852,47170.67
1,89121,63884.0,NV,Clark County,5.3,81.7,15.4,39828.6,28092.0,36.1242,-115.0926,45510.4
1,89123,57322.0,NV,Clark County,9.1,91.6,27.1,67645.8,51326.4,36.0772,-115.1466,76145.0
7,89128,37110.0,NV,Clark County,11.1,90.5,29.9,82101.5,36072.5,36.1935,-115.2572,48207.5
1,89129,55164.0,NV,Clark County,9.5,92.5,29.3,138854.83,47058.5,36.2303,-115.2774,73801.33
1,89130,35480.0,NV,Clark County,9.2,90.8,21.9,147340.33,55689.33,36.2754,-115.2226,84866.33
1,89139,37869.0,NV,Clark County,7.9,90.6,29.7,58190.5,45191.5,36.0504,-115.20700000000001,69348.0
1,89141,29182.0,NV,Clark County,10.2,94.5,33.8,94798.0,61580.0,35.9619,-115.1986,106657.0
3,89145,25193.0,NV,Clark County,10.1,88.9,24.8,42763.0,37487.0,36.1652,-115.2656,51395.0
5,89146,17896.0,NV,Clark County,8.5,86.7,21.3,37932.0,38647.0,36.1439,-115.227,49552.0
2,89147,52646.0,NV,Clark County,5.4,87.2,21.2,129375.71,50016.14,36.1114,-115.281,71744.29
4,89149,35120.0,NV,Clark County,10.5,93.5,30.7,186478.5,51862.25,36.2812,-115.2988,109418.25
1,89169,22421.0,NV,Clark County,4.1,72.8,14.9,162194.5,18252.0,36.1333,-115.1347,29430.5
6,89406,24119.0,NV,Churchill County,5.8,89.4,18.3,125191.33,46195.33,39.3661,-118.8603,58705.67
1,89410,10417.0,NV,Douglas County,9.8,92.9,25.3,77040.0,49987.0,38.9536,-119.6511,82365.0
1,89423,10565.0,NV,Douglas County,13.3,95.9,34.0,186914.5,54052.5,39.0255,-119.7244,76247.0
2,89431,37700.0,NV,Washoe County,3.5,76.6,12.8,98647.2,32732.4,39.5728,-119.7422,52299.2
1,89434,25602.0,NV,Washoe County,6.5,91.5,23.3,62426.25,47737.25,39.5249,-119.6597,71862.75
4,89445,16016.0,NV,Humboldt County,7.2,84.1,16.7,300000.0,58477.0,40.9216,-117.6743,114277.0
7,89502,45625.0,NV,Washoe County,4.7,74.7,16.9,38732.0,42879.0,39.4881,-119.7843,52359.0
1,89506,41056.0,NV,Washoe County,4.9,85.6,15.8,75182.57,29883.14,39.6513,-119.8921,48464.57
1,89509,33707.0,NV,Washoe County,19.6,92.5,46.5,119559.8,58854.6,39.5018,-119.8397,82681.2
2,89511,25763.0,NV,Washoe County,21.2,96.1,52.9,83959.33,51687.33,39.4327,-119.755,88682.67
3,89512,25448.0,NV,Washoe County,6.5,76.9,19.8,35529.67,37786.33,39.556999999999995,-119.79299999999999,43812.33
2,89523,34232.0,NV,Washoe County,16.3,95.0,42.8,83037.0,53467.5,39.5321,-119.90299999999999,88159.5
10,89801,25263.0,NV,Elko County,6.4,83.9,19.3,132248.25,50391.75,40.8563,-115.7621,84232.25
1,90002,51826.0,CA,Los Angeles County,1.0,50.9,5.4,30861.0,35573.0,33.9491,-118.2551,38328.5
3,90006,61230.0,CA,Los Angeles County,3.6,56.8,17.3,31489.33,35416.67,34.052,-118.3026,40760.0
2,90007,41979.0,CA,Los Angeles County,8.0,64.2,24.9,26175.9,33978.0,34.0083,-118.294,36677.9
1,90008,32060.0,CA,Los Angeles County,13.4,84.4,28.7,118290.0,55902.5,34.012,-118.336,72155.0
1,90011,104762.0,CA,Los Angeles County,1.1,39.2,4.2,29746.75,29703.5,34.0012,-118.2618,36081.5
1,90012,32543.0,CA,Los Angeles County,10.5,67.9,30.0,21920.33,48209.67,34.0664,-118.2413,40351.0
1,90017,25772.0,CA,Los Angeles County,10.2,58.7,29.4,43419.75,46218.5,34.0766,-118.2479,54609.75
2,90027,46043.0,CA,Los Angeles County,18.2,89.9,52.9,57453.8,45600.8,34.1051,-118.2861,62278.6
1,90028,31122.0,CA,Los Angeles County,11.8,88.3,47.1,39844.0,51618.0,34.1023,-118.3153,60369.0
1,90029,40242.0,CA,Los Angeles County,6.4,71.7,28.0,27490.0,38480.5,34.0911,-118.3046,40511.5
1,90031,38940.0,CA,Los Angeles County,6.0,58.8,19.0,36724.25,41596.75,34.0817,-118.2138,49828.25
1,90035,30582.0,CA,Los Angeles County,25.1,94.3,60.1,67191.67,62449.33,34.0363,-118.4434,81271.33
2,90037,61451.0,CA,Los Angeles County,1.2,50.3,6.7,26165.0,31394.67,34.0021,-118.2893,35032.33
2,90042,63109.0,CA,Los Angeles County,9.9,73.5,28.0,86422.5,45724.0,34.1121,-118.1962,56385.83
1,90045,41145.0,CA,Los Angeles County,20.7,97.0,56.7,203984.5,71237.0,33.9661,-118.39399999999999,124250.5
1,90047,48306.0,CA,Los Angeles County,4.9,78.7,14.6,92532.0,48265.86,33.9934,-118.2865,62913.43
1,90049,35581.0,CA,Los Angeles County,37.0,97.6,77.5,195649.5,80444.5,34.0757,-118.48899999999999,147779.0
1,90056,8118.0,CA,Los Angeles County,28.0,95.9,51.7,82308.12,49832.88,33.9991,-118.3423,69932.38
2,90057,48302.0,CA,Los Angeles County,3.6,55.6,18.9,19544.33,27313.0,34.0629,-118.2763,30421.67
2,90059,46027.0,CA,Los Angeles County,1.6,56.9,6.7,23270.0,36604.5,33.9326,-118.2427,38588.0
1,90062,33690.0,CA,Los Angeles County,2.4,61.5,10.8,38509.0,30133.0,34.0146,-118.31299999999999,45723.0
1,90063,54142.0,CA,Los Angeles County,1.8,49.4,8.3,47508.6,42995.4,34.0474,-118.1843,58178.4
1,90065,46965.0,CA,Los Angeles County,10.4,71.4,30.9,108069.75,59831.5,34.1169,-118.23899999999999,73602.25
1,90066,59258.0,CA,Los Angeles County,20.4,88.1,51.9,134006.25,70238.5,34.0002,-118.4321,104011.5
2,90201,102786.0,CA,Los Angeles County,1.1,47.8,6.1,42936.2,35610.4,33.9699,-118.1733,49877.3
3,90220,51271.0,CA,Los Angeles County,3.2,66.4,10.5,48160.8,44445.8,33.8931,-118.2455,58160.8
1,90230,32692.0,CA,Los Angeles County,21.3,88.1,49.9,179568.8,66033.6,34.0004,-118.3994,104201.6
1,90241,44815.0,CA,Los Angeles County,6.8,77.9,22.2,176596.0,42464.5,33.9444,-118.1277,73096.5
1,90247,47706.0,CA,Los Angeles County,5.4,78.5,21.6,39370.67,45210.67,33.8842,-118.2956,51450.33
2,90248,10592.0,CA,Los Angeles County,7.9,82.5,27.5,300000.0,57683.0,33.8701,-118.3023,87607.0
3,90249,26795.0,CA,Los Angeles County,4.8,80.5,20.8,53343.67,49515.67,33.9053,-118.3175,64734.67
1,90250,96987.0,CA,Los Angeles County,5.8,76.2,21.0,86717.57,44212.86,33.9117,-118.3594,65463.0
2,90255,75770.0,CA,Los Angeles County,1.4,44.7,6.4,32094.67,24271.67,33.9825,-118.2128,38400.0
3,90275,42545.0,CA,Los Angeles County,31.3,96.8,65.7,128089.0,82205.75,33.7656,-118.3722,129413.5
2,90302,31064.0,CA,Los Angeles County,8.5,78.9,25.3,37394.0,34887.25,33.9719,-118.3577,46069.25
3,90303,25134.0,CA,Los Angeles County,3.8,67.3,12.7,51991.0,54576.0,33.9331,-118.3252,66541.33
2,90304,27008.0,CA,Los Angeles County,1.6,50.4,7.6,33393.5,35295.5,33.9419,-118.35700000000001,42805.0
2,90501,43405.0,CA,Los Angeles County,10.0,83.4,33.2,144563.67,54078.33,33.8272,-118.3121,84387.67
1,90502,17855.0,CA,Los Angeles County,6.6,81.6,31.7,73053.25,55268.0,33.8296,-118.2879,81329.25
2,90504,33609.0,CA,Los Angeles County,11.5,90.8,39.4,117300.8,58702.0,33.8726,-118.3354,82740.2
2,90505,37242.0,CA,Los Angeles County,20.1,95.5,54.6,199186.25,60595.5,33.8112,-118.3627,124213.75
1,90602,26778.0,CA,Los Angeles County,7.0,77.6,17.4,49281.5,46155.25,33.9692,-118.02799999999999,62464.5
2,90605,41305.0,CA,Los Angeles County,5.0,78.4,16.1,123592.5,54537.5,33.9409,-118.0291,93844.0
2,90606,32499.0,CA,Los Angeles County,3.7,72.3,13.7,58849.0,55841.0,33.9775,-118.0729,73814.0
1,90620,46550.0,CA,Orange County,7.0,86.7,31.1,123080.25,47133.25,33.8504,-118.0164,80214.0
2,90630,49093.0,CA,Orange County,14.7,93.0,40.7,235034.0,75946.5,33.8205,-118.05,163746.5
5,90631,68971.0,CA,Orange County,9.9,84.0,29.1,67271.67,46379.0,33.9327,-117.9614,73995.33
1,90638,49876.0,CA,Los Angeles County,10.6,89.6,30.1,126745.2,58493.8,33.8973,-118.0125,94684.0
1,90640,63461.0,CA,Los Angeles County,5.3,73.0,19.8,41196.33,43475.67,34.0134,-118.1115,53451.67
1,90650,106360.0,CA,Los Angeles County,4.5,73.7,16.8,112916.33,40548.89,33.9084,-118.0853,66791.56
2,90670,16266.0,CA,Los Angeles County,5.2,79.1,16.7,60661.0,43733.0,33.9548,-118.0716,76128.0
1,90701,16842.0,CA,Los Angeles County,7.7,79.5,27.9,63793.0,60657.5,33.8694,-118.0807,76899.0
1,90703,50442.0,CA,Los Angeles County,19.0,92.0,50.7,118520.17,61477.5,33.8575,-118.0678,92139.67
5,90712,31722.0,CA,Los Angeles County,8.5,91.6,29.3,99591.0,61244.0,33.8351,-118.16,109386.0
1,90713,28833.0,CA,Los Angeles County,8.8,91.9,28.4,93787.0,67848.5,33.8483,-118.1187,101124.0
1,90731,61046.0,CA,Los Angeles County,6.5,77.8,22.5,146807.0,52558.17,33.7377,-118.2914,74618.0
1,90732,21763.0,CA,Los Angeles County,12.2,90.8,37.0,190422.5,67505.0,33.727,-118.3156,111899.0
1,90744,57432.0,CA,Los Angeles County,1.7,55.0,7.5,34470.33,43643.67,33.7854,-118.2542,49537.33
1,90745,57785.0,CA,Los Angeles County,4.8,78.1,25.1,46357.75,44998.0,33.8319,-118.2632,56672.25
1,90746,26584.0,CA,Los Angeles County,12.4,86.7,29.9,63607.0,54079.0,33.8666,-118.2477,71792.0
2,90804,40751.0,CA,Los Angeles County,8.2,76.2,27.6,41067.75,43387.5,33.7831,-118.1575,52481.5
