number_of_fastfood,zipcode,population,state,county,graduate_or_professional,highSchool_or_higher,bachelors_or_higher,median,stdev,lat,lon,clean_mean
1,32351,19088.0,FL,Gadsden County,4.1,75.3,13.0,39240.5,44040.0,30.5554,-84.6218,48266.5
2,32401,23380.0,FL,Bay County,5.5,83.0,17.9,69516.0,61840.0,30.1449,-85.6484,82936.0
1,32404,38076.0,FL,Bay County,5.0,88.1,13.6,42684.33,37822.0,30.1396,-85.5887,52155.33
2,32405,32341.0,FL,Bay County,9.7,91.2,25.3,108546.0,41612.25,30.1939,-85.6789,59075.25
2,32407,10118.0,FL,Bay County,8.1,93.3,29.3,38191.0,35779.0,30.1806,-85.806,49163.0
3,32408,16085.0,FL,Bay County,10.2,94.3,29.0,47268.0,27693.0,30.1634,-85.7617,54855.0
2,32413,14022.0,FL,Bay County,8.7,91.4,31.8,47631.0,49524.0,30.2356,-85.9095,65200.5
6,32504,22940.0,FL,Escambia County,14.6,94.0,36.6,46237.0,43625.0,30.4866,-87.1984,53531.5
2,32505,25715.0,FL,Escambia County,4.9,84.6,14.3,33710.5,26131.0,30.4356,-87.257,37206.0
1,32506,34865.0,FL,Escambia County,6.4,89.5,20.3,133444.0,45005.67,30.374000000000002,-87.4002,59655.0
2,32507,28928.0,FL,Escambia County,11.6,93.0,28.4,35651.0,33200.0,30.3902,-87.2828,43318.0
1,32526,36905.0,FL,Escambia County,7.3,92.4,24.7,52629.0,43580.0,30.4871,-87.3088,60275.5
3,32533,27419.0,FL,Escambia County,8.2,91.9,28.2,88739.0,54021.0,30.6288,-87.2937,91005.0
4,32536,22316.0,FL,Okaloosa County,7.7,92.5,24.1,59830.0,50893.0,30.7767,-86.5905,65790.0
1,32548,20744.0,FL,Okaloosa County,9.6,90.7,23.7,29013.0,25760.33,30.4009,-86.6214,35603.33
1,32569,12068.0,FL,Okaloosa County,10.4,90.8,26.4,56613.0,49339.0,30.4163,-86.6577,71541.0
3,32571,32745.0,FL,Santa Rosa County,10.2,92.3,32.1,67651.5,47453.0,30.5967,-87.15700000000001,73432.5
1,32578,31957.0,FL,Okaloosa County,18.7,95.9,44.1,170370.0,65062.0,30.485,-86.4412,105572.67
1,32608,47160.0,FL,Alachua County,27.2,93.9,52.7,51047.5,46888.75,29.6131,-82.383,61452.5
1,32628,5154.0,FL,Dixie County,2.1,76.2,6.3,31780.33,31453.0,29.6764,-83.1215,39070.67
1,32643,11073.0,FL,Alachua County,10.1,91.3,23.8,34472.0,30253.0,29.7796,-82.5827,44916.0
2,32669,11630.0,FL,Alachua County,12.2,94.4,36.3,83264.0,50978.5,29.5932,-82.57600000000001,88147.0
1,32703,49218.0,FL,Orange County,6.4,85.8,22.7,44378.75,49273.0,28.6622,-81.4719,57946.5
1,32714,35011.0,FL,Seminole County,11.6,94.1,34.2,47488.0,52060.0,28.6733,-81.4104,61231.67
1,32726,21767.0,FL,Lake County,6.0,85.9,19.3,45755.5,39181.0,28.8414,-81.672,52275.5
1,32746,41892.0,FL,Seminole County,16.7,96.1,48.4,82944.0,66688.5,28.7583,-81.3541,94623.75
1,32750,23630.0,FL,Seminole County,9.7,93.1,31.5,34285.0,40079.0,28.6728,-81.3436,46040.0
1,32765,61426.0,FL,Seminole County,16.8,96.0,45.6,51703.33,47718.0,28.6435,-81.2079,62982.33
1,32771,51310.0,FL,Seminole County,9.7,90.6,31.5,37433.33,35922.67,28.8069,-81.2624,46472.33
1,32780,34956.0,FL,Brevard County,9.0,91.9,27.4,58929.5,50256.0,28.5808,-80.8356,68899.5
3,32792,51397.0,FL,Orange County,12.4,93.2,37.1,62394.33,57925.17,28.6177,-81.311,74571.83
1,32805,22104.0,FL,Orange County,4.0,77.8,16.7,16263.5,15716.5,28.5278,-81.3893,20353.0
2,32806,26797.0,FL,Orange County,13.8,93.2,39.0,44036.33,48878.0,28.5145,-81.3608,58937.67
1,32807,31888.0,FL,Orange County,4.3,80.4,16.2,35595.0,33769.0,28.5694,-81.3008,43393.5
4,32808,51507.0,FL,Orange County,4.4,77.7,13.0,20727.0,35999.0,28.569000000000003,-81.4437,34768.0
3,32809,27857.0,FL,Orange County,4.6,80.3,17.0,49972.5,51729.0,28.459,-81.3676,64902.5
1,32810,36015.0,FL,Orange County,4.4,87.4,20.1,40014.5,39840.0,28.6195,-81.4185,52164.33
1,32812,36083.0,FL,Orange County,9.0,92.6,30.8,45542.0,53810.0,28.5147,-81.3293,61317.0
3,32817,35265.0,FL,Orange County,12.0,90.5,35.9,58276.0,41124.0,28.5839,-81.2523,62402.0
2,32819,27620.0,FL,Orange County,14.2,92.9,44.7,36571.0,31085.0,28.4402,-81.4541,45170.0
1,32822,57441.0,FL,Orange County,4.4,83.1,18.8,33542.25,31253.0,28.5214,-81.2962,41146.0
1,32826,35206.0,FL,Orange County,13.9,86.7,39.3,80228.0,55028.0,28.6019,-81.1822,86150.0
2,32828,63788.0,FL,Orange County,14.4,92.9,44.1,51240.0,58564.0,28.5536,-81.1679,68679.0
1,32835,42960.0,FL,Orange County,14.3,91.9,38.6,56476.33,57698.0,28.5341,-81.4825,74267.33
2,32836,17631.0,FL,Orange County,17.8,95.1,53.9,101212.0,85053.5,28.4371,-81.5036,120953.5
2,32904,29054.0,FL,Brevard County,11.8,92.6,29.8,50350.0,49745.0,28.0753,-80.6834,63188.0
1,32907,43141.0,FL,Brevard County,5.8,90.0,18.5,51037.5,39741.0,28.0125,-80.6505,61858.5
1,32909,30380.0,FL,Brevard County,7.0,90.4,18.0,42701.2,46767.6,27.9679,-80.6039,56594.8
1,32922,16043.0,FL,Brevard County,5.0,79.3,14.9,32357.0,35549.0,28.4246,-80.7656,42104.33
2,32935,40438.0,FL,Brevard County,7.4,90.6,21.3,98110.4,46891.8,28.1479,-80.6567,64895.2
1,32952,20302.0,FL,Brevard County,15.4,95.6,38.2,82263.0,57734.0,28.3924,-80.6745,89031.0
1,32955,38137.0,FL,Brevard County,12.9,94.7,33.6,53812.0,64602.5,28.3154,-80.7188,72923.0
2,32958,26817.0,FL,Indian River County,7.1,88.7,19.9,91185.67,45235.33,27.8178,-80.4791,84858.67
1,33009,40835.0,FL,Broward County,11.4,84.7,30.1,31237.33,39468.67,25.9877,-80.1451,42638.0
5,33010,47581.0,FL,Miami-Dade County,2.3,68.2,11.5,19719.5,30018.5,25.8406,-80.2861,31331.0
2,33013,33430.0,FL,Miami-Dade County,2.6,65.4,11.0,23489.5,31826.25,25.8599,-80.2741,34602.5
2,33014,40187.0,FL,Miami-Dade County,6.5,78.0,20.3,12639.0,17107.0,25.8928,-80.2964,20075.0
6,33015,68143.0,FL,Miami-Dade County,7.0,85.9,22.7,43982.4,38002.0,25.9422,-80.3196,52006.8
5,33016,50138.0,FL,Miami-Dade County,5.4,77.8,20.7,36053.5,32765.0,25.8796,-80.331,43839.0
1,33020,44188.0,FL,Broward County,7.0,86.1,22.4,38922.4,49907.2,26.0186,-80.1459,55939.8
1,33021,48301.0,FL,Broward County,11.3,87.3,29.1,115819.5,43074.5,26.0304,-80.181,63840.25
1,33023,70910.0,FL,Broward County,4.7,81.9,15.3,44544.33,43429.33,25.9909,-80.2124,54734.17
2,33024,73034.0,FL,Broward County,7.6,87.7,23.3,175776.5,44238.17,26.0224,-80.2402,59335.5
2,33027,60995.0,FL,Broward County,14.3,93.4,36.4,155374.33,51011.0,25.9797,-80.3446,107169.0
1,33032,43281.0,FL,Miami-Dade County,6.6,78.0,21.5,167649.0,35894.5,25.5236,-80.3709,43260.0
5,33033,55956.0,FL,Miami-Dade County,5.1,73.0,17.3,78414.0,27462.8,25.4825,-80.434,37959.2
2,33037,11071.0,FL,Monroe County,14.9,91.4,32.4,86959.0,69166.0,25.1049,-80.435,105191.0
2,33040,35357.0,FL,Monroe County,12.2,89.6,30.4,45395.75,56263.5,24.5808,-81.7837,63035.25
4,33050,9417.0,FL,Monroe County,9.1,90.9,28.8,57193.0,59166.0,24.7262,-81.0511,71142.0
3,33055,45974.0,FL,Miami-Dade County,5.3,78.5,15.1,37651.5,41827.0,25.944000000000003,-80.2788,44650.5
1,33060,35593.0,FL,Broward County,6.4,80.1,18.7,44048.33,53725.0,26.2383,-80.1138,59804.33
1,33063,53732.0,FL,Broward County,5.9,87.5,21.4,103748.0,28549.25,26.2608,-80.1907,44010.5
3,33065,55860.0,FL,Broward County,7.8,88.5,28.2,44288.6,49421.0,26.2677,-80.2357,57144.2
2,33068,51465.0,FL,Broward County,5.0,83.3,15.6,35825.0,30307.8,26.2069,-80.2206,43230.6
1,33069,27191.0,FL,Broward County,8.1,84.9,25.3,44409.0,42228.0,26.2198,-80.1627,57402.0
1,33070,5433.0,FL,Monroe County,11.0,90.4,33.6,56303.5,54780.5,24.9971,-80.5324,71263.0
1,33076,33068.0,FL,Broward County,21.5,96.1,56.0,107159.0,67942.0,26.2947,-80.2883,117346.0
1,33125,58144.0,FL,Miami-Dade County,3.2,65.3,12.5,22249.67,27425.0,25.7868,-80.2436,30740.0
1,33126,52835.0,FL,Miami-Dade County,5.4,77.6,20.8,34804.0,36394.0,25.7703,-80.2694,44585.67
1,33127,31904.0,FL,Miami-Dade County,3.8,68.9,14.6,24502.17,28054.5,25.811999999999998,-80.207,31522.0
2,33130,25503.0,FL,Miami-Dade County,12.3,73.5,27.4,74223.25,52005.38,25.7602,-80.2037,56139.88
1,33134,41340.0,FL,Miami-Dade County,20.6,89.0,45.0,128073.0,54535.67,25.7507,-80.2617,96538.67
2,33137,23520.0,FL,Miami-Dade County,15.9,87.1,41.1,41486.5,54344.5,25.82,-80.1797,61559.0
1,33138,30195.0,FL,Miami-Dade County,13.4,79.2,35.2,61083.5,53579.0,25.8575,-80.1837,73108.75
2,33139,38027.0,FL,Miami-Dade County,22.2,90.0,49.2,97187.25,46918.88,25.7811,-80.1348,72949.5
1,33142,54571.0,FL,Miami-Dade County,3.1,66.7,10.5,65448.0,32850.0,25.7775,-80.2918,46123.12
2,33144,27856.0,FL,Miami-Dade County,6.3,76.9,20.6,68749.33,53369.67,25.7447,-80.4951,77570.0
3,33155,46602.0,FL,Miami-Dade County,12.3,83.4,32.1,48381.5,48628.0,25.7487,-80.3102,61389.33
1,33156,33030.0,FL,Miami-Dade County,30.8,95.1,60.7,111080.5,82764.5,25.6695,-80.3157,122662.5
4,33157,68396.0,FL,Miami-Dade County,9.5,84.4,28.6,99306.71,52588.86,25.6099,-80.3431,86178.71
3,33160,39759.0,FL,Miami-Dade County,19.1,93.9,43.1,48890.67,58260.33,25.9315,-80.1302,66849.0
1,33161,56385.0,FL,Miami-Dade County,5.4,73.9,18.8,97876.0,41555.25,25.8957,-80.1788,45841.25
3,33162,47394.0,FL,Miami-Dade County,4.9,76.9,17.8,133984.0,42242.67,25.9294,-80.1695,57094.67
4,33165,56771.0,FL,Miami-Dade County,7.9,80.0,25.2,58657.0,57249.67,25.7338,-80.3627,68976.67
4,33166,24328.0,FL,Miami-Dade County,11.1,87.1,30.0,41268.33,46448.67,25.8173,-80.2827,54411.33
2,33168,29291.0,FL,Miami-Dade County,4.4,73.7,14.0,29292.0,23490.0,25.9018,-80.2204,34900.0
1,33169,41037.0,FL,Miami-Dade County,6.3,80.6,17.4,34361.33,37656.33,25.9417,-80.2027,44758.67
2,33174,32580.0,FL,Miami-Dade County,8.3,75.0,27.1,46977.2,54054.4,25.7666,-80.3647,62450.6
1,33175,54462.0,FL,Miami-Dade County,7.2,82.4,23.8,29042.25,27261.5,25.7524,-80.4136,36332.5
1,33177,57570.0,FL,Miami-Dade County,5.6,81.0,22.0,173195.5,37669.5,25.5968,-80.4089,62600.0
1,33178,47417.0,FL,Miami-Dade County,18.8,95.1,53.4,84991.4,43258.0,25.8432,-80.3759,49301.6
1,33180,32365.0,FL,Miami-Dade County,20.6,95.1,52.7,124916.57,71588.57,25.9555,-80.1415,111910.86
4,33181,18612.0,FL,Miami-Dade County,10.5,88.3,31.5,168262.5,30638.5,25.9034,-80.1668,36242.0
1,33186,70882.0,FL,Miami-Dade County,11.4,92.1,33.2,129938.14,53760.57,25.6525,-80.4119,81063.29
1,33189,26363.0,FL,Miami-Dade County,7.8,85.9,25.6,121129.0,32409.33,25.5416,-80.2968,51934.67
2,33304,18852.0,FL,Broward County,16.0,93.1,44.3,69682.0,63418.0,26.1388,-80.1193,83151.75
1,33309,37936.0,FL,Broward County,7.9,82.1,23.0,37943.5,38043.75,26.1894,-80.1664,49464.25
5,33311,68664.0,FL,Broward County,3.9,74.8,12.0,69029.62,32279.75,26.1411,-80.1728,41764.38
5,33312,54714.0,FL,Broward County,8.7,84.3,26.6,43880.0,39245.67,26.1039,-80.1832,57121.0
2,33313,61117.0,FL,Broward County,5.4,80.2,14.0,113152.43,35559.14,26.1507,-80.2326,52638.57
3,33316,10015.0,FL,Broward County,19.7,90.5,46.5,52255.0,65745.0,26.1071,-80.1257,72177.0
2,33319,47191.0,FL,Broward County,7.6,83.4,22.2,33803.0,29156.0,26.1671,-80.2072,41149.0
1,33324,46119.0,FL,Broward County,18.2,94.8,44.7,132741.25,52914.25,26.1103,-80.2822,85709.75
1,33326,33558.0,FL,Broward County,19.9,95.1,50.8,87998.0,51680.5,26.1152,-80.3931,86413.5
1,33328,29233.0,FL,Broward County,16.4,95.1,42.5,119717.0,63178.0,26.0792,-80.2748,116368.0
2,33330,14314.0,FL,Broward County,21.3,94.2,46.5,209642.5,70797.0,26.0541,-80.2969,115804.0
1,33331,24151.0,FL,Broward County,21.5,96.0,53.7,173899.0,81367.0,26.049,-80.3648,156828.0
2,33351,35386.0,FL,Broward County,7.7,88.5,28.3,54767.25,54100.5,26.1719,-80.2864,66168.75
1,33401,26501.0,FL,Palm Beach County,14.7,88.6,36.4,28769.0,58884.5,26.7114,-80.0551,52128.0
1,33403,12537.0,FL,Palm Beach County,7.0,79.2,22.7,58633.8,48791.8,26.811,-80.0775,67973.8
1,33404,28039.0,FL,Palm Beach County,8.5,83.5,23.2,30275.5,29471.5,26.7851,-80.0683,39508.0
1,33406,25709.0,FL,Palm Beach County,5.4,84.8,24.4,47262.25,42257.75,26.6537,-80.0922,57510.25
5,33411,68557.0,FL,Palm Beach County,11.6,90.5,31.7,107845.73,52464.55,26.7032,-80.1915,80211.36
2,33413,15865.0,FL,Palm Beach County,9.4,85.4,25.7,171416.0,48635.5,26.6374,-80.1555,61469.5
2,33414,58530.0,FL,Palm Beach County,16.3,94.9,43.4,97397.67,63058.67,26.6678,-80.2622,103093.67
3,33415,49938.0,FL,Palm Beach County,3.7,77.9,15.6,37325.33,32824.67,26.6546,-80.1369,44782.0
1,33418,37716.0,FL,Palm Beach County,21.3,95.8,50.3,75464.0,64135.0,26.8293,-80.1416,89094.0
3,33426,21739.0,FL,Palm Beach County,8.1,91.2,26.1,75559.75,61513.75,26.5147,-80.0947,88903.0
1,33435,34304.0,FL,Palm Beach County,8.4,83.3,25.2,60286.0,53800.5,26.5383,-80.06,70408.5
1,33442,29192.0,FL,Broward County,11.2,93.1,29.6,58725.0,50260.0,26.3224,-80.1442,66283.0
1,33460,31427.0,FL,Palm Beach County,6.4,66.6,18.6,40800.0,45568.0,26.6096,-80.0501,54145.67
1,33462,33183.0,FL,Palm Beach County,8.6,81.9,23.5,54632.0,40584.2,26.5766,-80.0886,59886.4
1,33463,59303.0,FL,Palm Beach County,5.5,77.8,21.8,100445.4,40022.0,26.6172,-80.1325,56708.0
1,33467,51099.0,FL,Palm Beach County,14.6,91.8,35.9,102572.0,67026.0,26.5799,-80.1897,109781.0
1,33478,12409.0,FL,Palm Beach County,13.2,94.8,38.6,77078.0,56343.0,26.9342,-80.2048,90862.0
1,33484,24651.0,FL,Palm Beach County,14.2,93.3,36.0,43734.75,52583.75,26.4484,-80.1567,58040.5
1,33486,24118.0,FL,Palm Beach County,17.9,97.1,49.8,172819.0,64843.0,26.3397,-80.1161,108319.0
1,33511,54641.0,FL,Hillsborough County,10.5,92.8,32.4,111384.67,52821.5,27.8967,-82.2907,85083.67
1,33534,16205.0,FL,Hillsborough County,4.3,78.9,16.6,42051.5,36666.0,27.8215,-82.37700000000001,51498.5
1,33566,20511.0,FL,Hillsborough County,8.7,81.9,25.3,52300.0,46960.0,27.978,-82.0957,57782.0
1,33584,25104.0,FL,Hillsborough County,6.2,88.7,21.8,129363.67,50088.33,27.9868,-82.2819,64019.0
2,33594,35340.0,FL,Hillsborough County,8.8,91.1,27.6,50794.33,42691.33,27.9311,-82.234,59925.0
2,33596,29386.0,FL,Hillsborough County,15.7,96.2,45.2,78630.0,57564.5,27.8873,-82.2342,93497.5
1,33602,14151.0,FL,Hillsborough County,25.1,91.4,53.2,49677.33,54496.67,27.9656,-82.4644,63592.67
1,33605,18319.0,FL,Hillsborough County,3.9,73.9,15.6,23397.25,34560.5,27.9649,-82.4308,33776.25
1,33606,18527.0,FL,Hillsborough County,26.5,96.3,64.6,300000.0,67318.0,27.9216,-82.4559,113069.0
2,33607,25103.0,FL,Hillsborough County,8.9,78.8,27.6,39066.25,36394.0,27.9543,-82.4974,48328.5
2,33609,17187.0,FL,Hillsborough County,21.9,92.7,51.0,175423.0,63057.5,27.9363,-82.4951,72993.5
1,33611,32155.0,FL,Hillsborough County,17.6,93.2,44.3,118090.2,52244.2,27.8991,-82.5128,79999.2
4,33612,45980.0,FL,Hillsborough County,5.0,80.7,15.5,34387.33,25859.67,28.043000000000003,-82.4483,38288.33
2,33614,47755.0,FL,Hillsborough County,5.1,79.5,17.6,34933.0,35339.4,28.011999999999997,-82.5022,44261.0
2,33615,46297.0,FL,Hillsborough County,7.9,86.9,25.5,118785.33,31964.0,28.008000000000003,-82.5804,40424.0
3,33619,37034.0,FL,Hillsborough County,4.3,76.3,15.5,165860.0,36557.0,27.935,-82.3754,47770.0
1,33629,26022.0,FL,Hillsborough County,30.2,97.3,66.2,65193.0,66019.33,27.9271,-82.512,85890.0
1,33647,63542.0,FL,Hillsborough County,24.0,95.5,57.4,137047.83,59579.17,28.1315,-82.3249,76317.17
2,33701,15170.0,FL,Pinellas County,18.7,89.9,43.1,40762.0,52668.0,27.7815,-82.6257,55646.0
1,33702,29829.0,FL,Pinellas County,10.9,90.7,29.5,172140.5,47014.0,27.8579,-82.6163,83755.5
1,33703,24141.0,FL,Pinellas County,14.6,92.4,38.4,48155.0,33390.0,27.8323,-82.6513,54897.0
2,33707,24833.0,FL,Pinellas County,11.7,91.4,33.7,41122.2,43949.2,27.7543,-82.7165,51761.4
1,33711,19639.0,FL,Pinellas County,9.6,86.2,24.4,30185.0,19769.0,27.743000000000002,-82.6861,33290.0
1,33713,31805.0,FL,Pinellas County,7.2,86.8,25.1,43167.75,41291.25,27.7865,-82.678,53749.75
1,33759,17840.0,FL,Pinellas County,9.1,89.7,29.9,60401.0,50779.0,27.9929,-82.7186,75093.0
1,33764,25754.0,FL,Pinellas County,8.9,93.1,27.8,52928.5,56881.25,27.9426,-82.7441,68445.75
2,33765,14338.0,FL,Pinellas County,6.0,87.8,19.9,50871.4,53968.2,28.3461,-82.4569,66387.6
2,33777,16380.0,FL,Pinellas County,12.3,91.4,30.1,55305.0,49747.5,27.857,-82.7719,63606.5
2,33781,25180.0,FL,Pinellas County,6.0,86.6,18.7,44109.0,40194.0,27.8423,-82.7159,52790.25
2,33801,35695.0,FL,Polk County,3.3,79.3,13.6,31349.0,32875.5,28.0436,-81.9353,39845.0
1,33803,28901.0,FL,Polk County,11.1,90.9,31.3,118381.33,25483.67,28.0104,-81.9316,39403.0
1,33809,28687.0,FL,Polk County,7.8,89.4,21.7,60422.5,46963.0,28.1343,-81.9335,69057.0
1,33813,35630.0,FL,Polk County,15.0,95.4,40.7,72062.5,66845.0,27.9681,-81.9453,89897.0
1,33823,30488.0,FL,Polk County,6.3,82.8,17.6,110284.25,40794.0,28.0834,-81.8024,61832.75
1,33825,26187.0,FL,Highlands County,6.1,80.3,15.0,40508.0,32949.33,27.5757,-81.4602,46281.33
1,33844,34703.0,FL,Polk County,3.7,75.7,12.1,123057.67,36251.0,28.0694,-81.5702,48449.33
1,33853,12063.0,FL,Polk County,5.4,76.3,16.7,42107.5,51990.75,27.9036,-81.5929,60546.75
1,33859,10200.0,FL,Polk County,5.1,84.3,14.0,33794.0,37425.0,27.8029,-81.6057,45047.0
1,33880,37192.0,FL,Polk County,3.9,77.0,12.1,120900.33,40071.33,27.993000000000002,-81.7437,42617.67
1,33896,9137.0,FL,Polk County,9.4,85.9,27.3,53896.67,37151.33,28.239,-81.6305,58677.67
1,33901,20108.0,FL,Lee County,10.9,80.9,28.4,159556.5,49061.5,26.6257,-81.87899999999999,54136.5
1,33903,21738.0,FL,Lee County,6.9,86.7,19.8,36485.5,39021.0,26.6539,-81.9095,48544.75
1,33909,26748.0,FL,Lee County,4.4,88.3,17.9,46885.0,34594.0,26.6821,-81.9383,54926.0
1,33917,29254.0,FL,Lee County,7.4,88.0,18.2,42638.0,39284.33,26.7074,-81.8618,52195.0
1,33928,23428.0,FL,Lee County,17.3,94.2,43.0,68674.33,58448.0,26.4087,-81.7792,83515.67
1,33936,20619.0,FL,Lee County,4.9,78.3,13.9,166967.25,37039.0,26.611,-81.6331,52787.0
1,33948,16570.0,FL,Charlotte County,10.6,91.5,23.5,38130.0,31829.0,26.9889,-82.1303,45317.0
3,33950,20697.0,FL,Charlotte County,13.6,92.8,35.5,53871.5,51954.5,26.9224,-82.0676,66324.0
1,33971,24681.0,FL,Lee County,4.4,79.4,14.2,44488.2,37474.6,26.6118,-81.6983,51750.0
1,34104,24227.0,FL,Collier County,12.1,87.4,27.1,41489.0,53791.0,26.1323,-81.6994,57004.0
1,34109,24349.0,FL,Collier County,17.2,94.4,47.2,146339.0,72708.67,26.2295,-81.7787,94901.67
1,34208,38366.0,FL,Manatee County,5.7,77.0,17.7,41216.0,38287.0,27.4695,-82.5288,50040.67
1,34209,34324.0,FL,Manatee County,12.0,93.3,31.0,101371.4,49758.4,27.4859,-82.6368,62201.6
1,34210,17462.0,FL,Manatee County,13.7,94.0,34.3,35992.5,42737.5,27.4402,-82.601,50592.0
1,34212,16827.0,FL,Manatee County,15.5,95.1,43.8,89549.0,52915.0,27.5074,-82.4494,90272.0
1,34221,42159.0,FL,Manatee County,7.2,87.0,20.8,61181.17,48326.0,27.5625,-82.5496,68230.17
1,34223,16667.0,FL,Sarasota County,11.8,93.5,28.5,41528.33,45006.67,26.9729,-82.3434,53601.67
2,34233,17536.0,FL,Sarasota County,15.2,93.2,40.3,300000.0,41778.0,27.2759,-82.5072,57367.0
1,34234,21405.0,FL,Sarasota County,6.8,83.3,19.3,84371.67,72077.0,27.357,-82.5546,98245.33
1,34285,18462.0,FL,Sarasota County,15.6,95.1,34.3,149048.6,47008.0,27.079,-82.4213,62014.6
1,34288,10825.0,FL,Sarasota County,6.1,92.1,18.6,61041.0,31403.0,27.0725,-82.1531,61354.0
1,34292,15784.0,FL,Sarasota County,15.8,95.1,40.6,300000.0,47783.0,27.12,-82.4084,65114.0
1,34473,20310.0,FL,Marion County,4.8,87.0,22.3,300000.0,29718.0,28.9941,-82.1881,46080.0
1,34652,23592.0,FL,Pasco County,5.9,87.7,16.5,32432.43,33032.14,28.2438,-82.7198,39663.71
1,34653,34516.0,FL,Pasco County,4.2,87.0,14.4,51202.0,43436.0,28.2277,-82.6746,62740.0
1,34655,38844.0,FL,Pasco County,10.2,93.7,29.9,120594.25,48590.75,28.1912,-82.6463,74361.0
1,34668,44664.0,FL,Pasco County,3.3,86.3,12.0,86727.2,29770.0,28.3061,-82.6865,43140.2
1,34677,21374.0,FL,Pinellas County,12.7,93.5,36.2,137497.0,49396.33,28.0349,-82.6661,66127.67
2,34684,28148.0,FL,Pinellas County,10.3,95.0,32.0,132279.0,47764.33,28.0706,-82.7296,68781.33
2,34689,27173.0,FL,Pinellas County,9.8,88.4,26.4,128996.0,54420.0,28.1395,-82.7555,57012.33
2,34711,55442.0,FL,Lake County,10.0,92.4,28.9,68765.0,50807.0,28.5248,-81.7344,77772.33
3,34743,40282.0,FL,Osceola County,4.3,81.5,14.2,35806.0,32828.0,28.3377,-81.3406,45035.0
1,34744,50225.0,FL,Osceola County,6.8,86.2,22.0,52684.5,51829.5,28.3387,-81.3916,65568.0
5,34746,41043.0,FL,Osceola County,5.4,88.6,19.6,13984.0,54389.0,28.2153,-81.4535,46230.0
1,34769,22523.0,FL,Osceola County,3.9,85.8,15.4,130585.33,47706.0,28.2404,-81.3163,72443.0
1,34786,38249.0,FL,Orange County,19.2,96.7,61.8,136987.0,78367.0,28.4854,-81.6048,145353.0
1,34787,55845.0,FL,Orange County,13.7,89.2,38.3,61148.5,62882.5,28.4976,-81.6079,82675.0
2,34788,17401.0,FL,Lake County,5.4,90.4,16.6,43354.5,52738.5,28.8403,-81.7922,56801.5
4,34953,66911.0,FL,St. Lucie County,4.7,84.1,16.6,168113.0,32069.5,27.2588,-80.3872,52402.0
1,34974,22941.0,FL,Okeechobee County,3.0,80.2,11.8,34638.33,40021.67,27.2076,-80.8268,45062.0
1,34987,7167.0,FL,St. Lucie County,13.0,94.1,35.8,70047.0,65444.0,27.3926,-80.5552,80418.0
2,35004,10418.0,AL,St. Clair County,6.3,94.0,19.9,166471.0,41245.5,33.5808,-86.4173,54442.5
1,35010,20826.0,AL,Tallapoosa County,4.9,76.9,14.8,31306.0,39643.0,32.9487,-85.9841,40286.0
1,35022,19416.0,AL,Jefferson County,9.6,90.5,30.5,60166.0,49019.5,33.3523,-86.9422,68901.0
5,35023,25049.0,AL,Jefferson County,4.4,85.6,13.2,168996.0,56416.5,33.4212,-87.0923,64734.0
2,35040,16646.0,AL,Shelby County,9.6,91.1,31.6,64695.0,38729.0,33.1223,-86.7456,65576.0
1,35043,10584.0,AL,Shelby County,12.4,95.6,41.9,71839.0,54844.0,33.3568,-86.6754,78399.0
2,35045,14795.0,AL,Chilton County,6.7,82.3,16.4,39490.0,48500.5,32.8696,-86.6589,55513.0
1,35055,20520.0,AL,Cullman County,7.8,83.2,19.4,120603.0,39402.33,34.1585,-86.8386,48654.67
4,35071,15815.0,AL,Jefferson County,11.7,93.3,27.9,48060.5,41707.5,33.6758,-86.7967,57898.5
1,35080,16882.0,AL,Shelby County,14.0,96.7,49.9,300000.0,55763.0,33.2856,-86.8745,93682.0
2,35094,14281.0,AL,Jefferson County,8.3,86.4,25.5,32289.0,42160.0,33.5565,-86.5621,42947.0
1,35111,16781.0,AL,Tuscaloosa County,7.8,90.1,25.6,88210.0,53865.0,33.2874,-87.00299999999999,90324.0
4,35121,15135.0,AL,Blount County,5.8,78.0,15.1,32407.0,21562.0,33.8724,-86.459,34855.0
5,35124,24374.0,AL,Shelby County,15.4,92.1,40.3,300000.0,33919.0,33.3207,-86.7921,61447.0
1,35204,9911.0,AL,Jefferson County,4.4,79.0,12.0,19961.8,21901.6,33.5094,-86.8342,25469.8
2,35208,14529.0,AL,Jefferson County,3.4,84.7,11.5,25523.5,27222.5,33.4919,-86.8815,30812.5
1,35210,14269.0,AL,Jefferson County,11.6,88.5,32.9,44282.0,57897.0,33.5446,-86.6466,62219.0
1,35211,24101.0,AL,Jefferson County,8.5,84.7,22.8,16913.0,42205.5,33.4833,-86.8603,29542.5
1,35214,18008.0,AL,Jefferson County,8.6,91.6,23.7,28526.5,27383.0,33.5703,-86.8777,34747.0
1,35215,49475.0,AL,Jefferson County,5.2,87.1,17.8,129404.33,29815.33,33.635,-86.6708,52562.33
1,35217,13152.0,AL,Jefferson County,3.0,80.8,13.0,20388.5,20627.5,33.5714,-86.7673,25331.0
2,35235,18585.0,AL,Jefferson County,10.1,89.9,25.8,44414.0,41526.0,33.5967,-86.6763,53410.0
2,35404,21218.0,AL,Tuscaloosa County,9.9,88.8,27.3,39978.4,46277.8,33.2084,-87.4921,52983.2
